종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조
성창기업지주  ,D,D,D,C,D,D,D,C,D,D,D,D,C,D,C,C,C,D,C,C
세기상사  ,C,D,D,B,C,D,D,B,D,D,D,D,C,D,C,B,C,D,C,C
세방  ,B+,B+,B+,B,B+,B+,B+,B,C,C,C,B,B,B,D,B+,B+,B,B+,B+
세방전지  ,C,C,C,C,C,C,C,C,C,B,C,C,B,B,B,B+,B,B+,B,B
세아베스틸지주  ,A,A,A+,A,A,A,A+,A,C,C,B,B,B+,B+,B,B+,B,B,B,B+
세아제강  ,A,B+,A,A,A,B+,A,A,B+,B,B+,B+,B+,B+,B+,B+,B,B,B+,B
세아제강지주  ,B+,B+,A,B+,B+,B+,A,B+,B,B,B+,B,B+,B+,B+,B+,B,C,B,B
세아특수강  ,A,B+,A,A,A,B+,A,A,B+,C,B+,A,B+,B+,B+,B+,B,B,C,B
세아홀딩스  ,B+,A,A+,B,B+,A,A+,B,C,C,B+,C,B+,B+,B+,B+,B,C,B,B+
세우글로벌  ,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,B,C,C
세원이앤씨  ,D,D,D,D,D,D,D,D,D,D,C,D,C,D,C,B,B,B,B,B
세원정공  ,C,C,C,C,C,C,C,C,D,D,C,D,C,C,B,C,C,C,B+,D
세이브존I&C  ,C,D,C,C,C,D,C,C,C,D,C,C,C,D,C,B,C,D,B,C
세진중공업  ,C,C,D,C,C,C,D,C,D,D,D,C,C,C,C,B+,B,D,B+,B+
셀트리온  ,B,B+,A+,C,B,B+,A+,C,B,C,B+,B,B,C,B+,B+,B+,B,B,B+
솔루스첨단소재  ,B,C,B+,B,B,C,B+,B,C,D,C,B,B,D,B,B+,,,,
솔루엠  ,C,D,D,B,C,D,D,B,-,-,-,-,,,,,,,,
송원산업  ,C,B+,B+,D,C,B+,B+,D,D,C,C,D,C,B,B,C,B,B+,B+,C
수산중공업  ,C,C,D,B,C,C,D,B,D,D,D,C,C,D,C,B+,B,B,B,B
스타리츠  ,D,D,D,C,D,D,D,C,,,,,,,,,,,,
스틱인베스트먼트  ,B,C,A,B,B,C,A,B,,,,,C,D,C,B+,B,D,B,B+
시디즈  ,D,C,D,D,D,C,D,D,C,D,C,C,C,C,C,C,C,D,C,B
시알홀딩스  ,D,C,D,D,D,C,D,D,D,C,C,D,B,B,B,B,C,B,B,C
신대양제지  ,D,C,D,D,D,C,D,D,D,D,C,D,C,C,C,B,C,C,C,C
신도리코  ,C,C,D,C,C,C,D,C,C,C,D,B+,C,C,C,B+,B,B,B+,B
신라교역  ,D,D,D,C,D,D,D,C,D,D,D,C,C,D,D,B+,C,D,C,B
신성이엔지  ,D,C,D,D,D,C,D,D,D,D,C,C,B,B,C,B+,C,C,C,B
신성통상  ,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,B,C,C,D,C
신세계  ,A,A,A+,A,A,A,A+,A,A,A,A+,B+,A,A,A+,A,A,B+,A,A
신세계I&C  ,A,A,A+,A,A,A,A+,A,B+,B+,A,B+,B+,B,B+,A,B+,B,B+,B+
신세계건설  ,B+,B+,A,B+,B+,B+,A,B+,B+,B,A,B+,B+,C,A,A,B,C,B,B+
신세계인터내셔날  ,A,A,A,A,A,A,A,A,B+,C,B+,B+,A,B+,A,A,A,B,A,A
신세계푸드  ,A,B+,A,A,A,B+,A,A,B,C,B+,B+,A,B+,A,A,B+,B,B+,B+
신송홀딩스  ,C,D,D,B,C,D,D,B,D,D,D,C,C,D,C,B,B,D,B,B+
신영와코루  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,B,B,C,D,B,C
신영증권  ,B+,B,A,B+,B+,B,A,B+,B+,C,B+,B+,B,D,C,B+,B,D,B,B+
신원  ,C,C,B,D,C,C,B,D,D,D,C,C,C,D,B,B,D,D,C,C
신일전자  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,B+,C,D,C,B
신풍  ,D,D,D,C,D,D,D,C,D,D,D,C,B+,B,B,B+,B,B+,C,B
신풍제약  ,D,D,D,D,D,D,D,D,D,D,C,D,B,D,B,B+,B,D,B,B+
신한지주  ,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A+,A,A+
신흥  ,C,D,C,C,C,D,C,C,D,D,C,D,B,D,B,B,B,D,B,B
쌍방울  ,D,D,D,D,D,D,D,D,D,D,C,D,C,D,B,C,C,D,B,C
쌍용씨앤이  ,B+,B+,B,A,B+,B+,B,A,B+,B+,B,B+,A,A,A,B+,B+,B,B+,B+
써니전자  ,D,C,C,D,D,C,C,D,D,D,D,C,C,D,B,B,C,C,B,B
씨아이테크  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,D,C,C
씨에스윈드  ,A,B+,B+,A,A,B+,B+,A,C,C,B,C,B,B,C,B+,B,B,C,B
씨티알모빌리티  ,C,D,C,B,C,D,C,B,B,D,B,B+,B,D,B,B+,,,,
아남전자  ,D,D,C,C,D,D,C,C,D,D,C,D,C,C,C,B,C,C,C,C
아모레퍼시픽  ,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A
아모레퍼시픽그룹  ,A,A,A+,A,A,A,A+,A,A,A,A+,B+,A,A,A+,A,A,A,A+,A
아세아  ,A,B+,B+,A,A,B+,B+,A,B+,B,B+,B+,B+,B,B+,B+,C,C,B,C
아세아시멘트  ,B+,B+,A,B,B+,B+,A,B,C,B,B+,C,B+,B+,B+,B,B+,B+,B+,B
아세아제지  ,C,B,B+,D,C,B,B+,D,C,C,B+,D,B,C,B+,B,B,C,B,B
아센디오  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,B,,,,
아시아나IDT  ,D,C,C,D,D,C,C,D,C,D,C,C,D,B,C,D,C,D,B,C
아시아나항공  ,A,A,A,B+,A,A,A,B+,B,B+,A,C,C,B+,A,D,C,B+,B+,D
아이마켓코리아  ,C,C,B+,C,C,C,B+,C,C,D,B+,C,B,D,B+,B+,B,D,B,B+
아이에스동서  ,B+,B+,A,B+,B+,B+,A,B+,B+,B,A,B+,B+,B,B+,B+,B,B,B,B+
아이에이치큐  ,D,D,C,D,D,D,C,D,D,D,D,D,C,D,C,B,B,D,B,B+
아주스틸  ,C,C,C,C,C,C,C,C,,,,,,,,,,,,
알루코  ,D,C,C,D,D,C,C,D,D,D,C,D,C,C,D,B,B,B,B,B
애경산업  ,A,A,A+,A,A,A,A+,A,A,B+,A+,B+,A,B+,A+,B+,B,C,B+,B
애경케미칼  ,A,A,A,B+,A,A,A,B+,B+,B+,A,B+,B,B,C,B,B,B+,C,B
에넥스  ,C,C,C,C,C,C,C,C,C,D,C,C,B,C,B,B,B,B,B+,B
에스디바이오센서  ,D,C,C,D,D,C,C,D,-,-,-,-,-,-,-,-,,,,
에스메디  ,D,D,D,C,D,D,D,C,D,D,D,D,B,D,B,B,C,D,C,B
에스엘  ,B+,B+,A,B+,B+,B+,A,B+,B+,B,B+,B+,B+,B+,B+,B+,C,B,B+,D
에스엠벡셀  ,D,D,C,C,D,D,C,C,D,D,D,D,,,,,C,C,C,C
에스원  ,B+,B+,A,B+,B+,B+,A,B+,B+,B+,A,B,A,B,A,A,B+,B,A,B+
에스제이엠  ,C,C,C,C,C,C,C,C,D,D,C,C,B,C,B,B+,C,C,B,C
에스제이엠홀딩스  ,C,C,C,C,C,C,C,C,C,D,C,C,B,C,B,B,B,C,B,B
에스제이지세종  ,D,C,C,D,D,C,C,D,C,D,B,D,B,B,B,B,C,B,B+,C
에스케이바이오팜  ,A,B+,A+,A,A,B+,A+,A,A,B+,A,A,-,-,-,-,-,-,-,-
에쓰씨엔지니어링  ,D,C,D,D,D,C,D,D,D,D,D,D,C,C,C,B,C,C,B,B
에어부산  ,C,C,B,D,C,C,B,D,D,C,C,D,C,C,B,D,C,C,B+,C
에이리츠  ,C,D,D,B,C,D,D,B,,,,,,,,,,,,
에이블씨엔씨  ,C,C,B,C,C,C,B,C,B,D,B,B,B+,C,B+,B+,C,D,B,C
에이엔피  ,D,C,D,D,D,C,D,D,D,D,D,D,C,C,C,B,C,B,C,C
에이프로젠  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,C,D,C
에이프로젠바이오로직스  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,D,C,C
에이플러스에셋  ,C,D,C,C,C,D,C,C,D,D,D,C,,,,,,,,
에코바이브  ,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,D,C,C
엔씨소프트  ,A,B+,A,A,A,B+,A,A,A,B+,A,A,A,B+,A,A,B+,D,B+,A
엔에이치엔  ,A,B+,A+,A,A,B+,A+,A,A,B+,A,A,B+,C,A,A,B,D,B+,B+
엔케이  ,C,D,C,C,C,D,C,C,D,D,D,D,C,B,C,C,C,B,C,C
엔피씨  ,D,C,C,D,D,C,C,D,D,D,C,D,C,C,D,C,C,C,C,C
엘앤에프  ,-,-,-,-,-,-,-,-,-,-,-,-,B+,B,B+,B+,B,B,B+,B
엘에스일렉트릭  ,A,A,A+,A,A,A,A+,A,A,B+,A,A,A,B+,A+,B+,A,B+,A+,B+
엠씨넥스  ,C,C,C,B,C,C,C,B,-,-,-,-,C,C,B,B,,,,
영보화학  ,D,C,C,D,D,C,C,D,D,C,C,D,B,B,C,B,B,B,B,B
영원무역  ,B+,B+,B+,B+,B+,B+,B+,B+,B+,C,B+,B+,B+,B+,B+,B+,B,D,B,B+
영원무역홀딩스  ,B+,B+,B+,B+,B+,B+,B+,B+,C,C,B+,C,A,B+,B+,A,B,D,B,B
영진약품  ,B+,B+,A,B+,B+,B+,A,B+,B+,B+,B+,B,B+,B+,A,B+,B,D,B+,B+
영풍  ,B+,B+,B+,B,B+,B+,B+,B,B,C,B+,B,C,D,C,B+,C,D,B,D
영풍제지  ,C,C,D,C,C,C,D,C,D,C,D,D,B,B,C,B,B,B,C,B
영화금속  ,C,C,D,C,C,C,D,C,D,D,D,C,C,C,C,B+,B,B,C,B
영흥  ,C,C,C,C,C,C,C,C,C,D,D,B,B,C,B,B+,B,C,B,B+
예스코홀딩스  ,B,C,B,B+,B,C,B,B+,B,C,B,B,B+,B,B+,B+,B,D,B+,B+
오뚜기  ,B+,B+,A,B+,B+,B+,A,B+,C,C,B+,C,A,B+,A+,B+,B+,B+,A,B
오리엔트바이오  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,B,B,C
오리온  ,A,A,A,B+,A,A,A,B+,A,B+,A,A,A,A,A,B+,B+,B,B+,A
오리온홀딩스  ,A,A,A,A,A,A,A,A,A,B+,A,A,A,A,A,A,B+,C,B+,A
와이투솔루션  ,C,C,C,C,C,C,C,C,D,D,D,C,,,,,D,C,C,D
용평리조트  ,D,C,D,D,D,C,D,D,D,C,D,D,C,C,C,B,B,C,B,B
우리금융지주  ,A,A+,A+,A,A,A+,A+,A,A,A,A+,B+,A,A+,A+,A,B+,B+,B+,B+
우리종금  ,B+,B+,A,B+,B+,B+,A,B+,B,C,B,B+,B,D,B+,B,B,D,B,B
우성  ,C,D,C,C,C,D,C,C,C,D,C,B,C,D,C,B+,C,D,C,C
우신시스템  ,C,D,D,B,C,D,D,B,D,D,D,C,B,C,C,B+,B+,B,B,B+
우진  ,C,D,C,C,C,D,C,C,C,D,C,B,B,C,C,B+,B+,B,B,B+
우진아이엔에스  ,C,C,D,B,C,C,D,B,C,D,D,B,C,C,C,B+,C,C,C,B+
우진플라임  ,C,C,D,C,C,C,D,C,D,D,D,D,B,B,C,B,B,B,B,B
웅진  ,B+,B,A,B,B+,B,A,B,C,C,B+,C,B,D,B+,B+,B,D,B,B+
웅진씽크빅  ,B+,B+,A+,B,B+,B+,A+,B,B+,C,B+,B+,B+,B,A,B+,B,D,B,B
원림  ,C,C,D,C,C,C,D,C,D,D,D,C,C,D,B,B,C,D,B,C
웰바이오텍  ,D,D,D,D,D,D,D,D,D,D,D,D,B,D,B,B,B,D,B,B
윌비스  ,D,D,C,D,D,D,C,D,D,D,D,C,C,D,D,B+,C,D,C,C
유나이티드  ,B,C,B,B+,B,C,B,B+,B,C,C,B+,B,C,B,B+,B,B,B+,B
유니드  ,B+,B+,B+,B,B+,B+,B+,B,B,C,B+,B,B+,B,B+,B+,B,B,B,B
유니온  ,C,C,C,B,C,C,C,B,C,C,C,B,B,B,B,B,C,C,B,C
유니온머티리얼  ,C,C,D,C,C,C,D,C,D,D,D,C,B,B,C,B,B,B,B,B
유니켐  ,D,C,C,D,D,C,C,D,D,D,D,D,B,C,C,B+,B,B,C,B
유니퀘스트  ,C,D,D,B,C,D,D,B,D,D,D,D,B,B,C,B+,B,D,C,B+
유성기업  ,C,C,C,C,C,C,C,C,C,C,C,C,C,B,D,C,C,B,C,C
유수홀딩스  ,B+,B+,A,B+,B+,B+,A,B+,B+,B,B+,B+,B+,D,B,A,B,C,B,B+
유안타증권  ,C,C,D,B,C,C,D,B,C,D,C,B,C,D,C,B,B,D,B+,B
유엔젤  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,B,C,B,C,C
유유제약  ,D,D,C,D,D,D,C,D,C,D,B,D,B,D,B,B+,B,B,C,B
유진증권  ,B,C,B,B,B,C,B,B,B,C,B+,B,C,C,C,B,B,C,B+,B
유한양행  ,A,B+,A+,A,A,B+,A+,A,B+,B,A,B+,B+,B+,A,B+,B+,B+,B+,B+
유화증권  ,C,D,C,C,C,D,C,C,D,D,D,C,C,D,C,C,C,D,C,B
율촌화학  ,D,C,C,D,D,C,C,D,C,C,C,C,B,B,B,B+,B,C,B+,B+
이건산업  ,D,D,C,D,D,D,C,D,D,D,C,D,C,D,C,B+,B,C,B,B
이구산업  ,C,C,D,C,C,C,D,C,C,C,C,C,B,B,C,B+,B,B,C,B
이노션  ,B+,A,A,B+,B+,A,A,B+,B+,B,A,B+,A,B+,A,A,B+,D,A,A
이마트  ,A,A,B+,A,A,A,B+,A,A,A+,A,B+,A,A,A,A,A,A,A+,A
이수페타시스  ,C,B,B+,C,C,B,B+,C,C,B,B+,D,B,B,A,C,B,B+,B+,C
이수화학  ,C,B,B,D,C,B,B,D,C,B,B+,D,B,B,B+,B,C,B,B,C
이스타코  ,D,D,D,C,D,D,D,C,D,D,D,C,C,D,C,B,C,D,C,B
이아이디  ,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,D,C,C
이엔플러스  ,D,C,D,D,D,C,D,D,D,D,C,D,C,D,B,B,B,B,C,B
이연제약  ,C,D,D,B+,C,D,D,B+,C,D,D,B+,B,D,B,B+,C,D,B,B
이월드  ,D,D,D,D,D,D,D,D,D,D,C,D,C,D,C,B,C,D,C,B
이화산업  ,C,C,D,C,C,C,D,C,D,D,D,D,C,D,C,B,C,C,C,C
인디에프  ,D,D,D,C,D,D,D,C,D,D,D,C,C,D,B,B,C,D,B,B
인바이오젠  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,D,B,C
인스코비  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,B,C,B,C,C
인지컨트롤스  ,C,C,C,C,C,C,C,C,D,D,C,D,C,D,C,B,C,C,B,C
인천도시가스  ,B,D,B,B+,B,D,B,B+,C,D,B,B,C,D,C,B,B,C,B,B+
인터지스  ,C,C,C,C,C,C,C,C,C,C,B,C,B,B,C,B+,B+,B,B,B+
인팩  ,C,C,C,B,C,C,C,B,C,D,C,B,C,D,C,B+,C,C,C,B
일동제약  ,B+,B+,A+,B,B+,B+,A+,B,B,C,A+,B,A,B+,A,A,A,B+,A+,B+
일동홀딩스  ,A,B+,A+,B+,A,B+,A+,B+,B+,C,A+,B+,A,B+,A,A,B+,B,A,B+
일성건설  ,D,C,D,D,D,C,D,D,D,D,D,C,B,B,C,B+,B,B,B,B
일성아이에스  ,C,D,C,B,C,D,C,B,D,D,D,D,C,D,C,B+,C,D,B,B
일신방직  ,D,C,C,D,D,C,C,D,D,C,C,D,B+,B,B,A,B,B,B,B
일신석재  ,D,D,D,C,D,D,D,C,D,D,D,C,C,D,C,B,C,D,C,B
일양약품  ,C,D,C,B+,C,D,C,B+,C,D,C,B+,C,D,C,B+,B,D,B,B+
일정실업  ,D,D,D,C,D,D,D,C,D,D,D,C,C,C,C,C,C,C,C,C
일진다이아  ,D,D,D,C,D,D,D,C,D,D,D,C,C,D,C,B,C,C,B,B
일진디스플  ,C,C,D,C,C,C,D,C,D,D,D,C,B,B,B,B,B,B,B,B
일진전기  ,D,C,C,D,D,C,C,D,D,D,C,D,C,C,C,B,C,C,B,C
일진하이솔루스  ,C,C,B,C,C,C,B,C,-,-,-,-,,,,,,,,
일진홀딩스  ,B,D,C,B+,B,D,C,B+,C,D,C,B,C,C,C,B,B,C,B,B
잇츠한불  ,C,C,C,B,C,C,C,B,C,D,C,B,B+,B+,B,B+,B,C,B,B
자이에스앤디  ,C,C,B,B,C,C,B,B,B,C,B+,B+,B,C,B,B+,,,,
자화전자  ,D,C,C,D,D,C,C,D,D,D,C,C,C,C,C,B+,B,B,B+,B
전방  ,D,C,C,D,D,C,C,D,D,C,C,D,C,C,B,B,C,C,B+,C
제이에스코퍼레이션  ,D,D,D,C,D,D,D,C,C,D,D,B,C,D,C,B+,C,D,C,B+
제이준코스메틱  ,D,D,D,D,D,D,D,D,D,D,D,C,C,D,C,B,C,D,C,B
제일기획  ,A,A,A+,A,A,A,A+,A,A,B+,A,A,B+,C,A,B+,B+,D,A,B+
제일약품  ,C,C,B+,D,C,C,B+,D,D,D,D,D,C,D,B,B,C,D,B,B
제일연마  ,C,C,D,B,C,C,D,B,C,D,D,B+,C,C,C,B+,C,C,C,B
제일파마홀딩스  ,C,C,B+,D,C,C,B+,D,D,D,D,D,B,D,B,B,B,D,B,B
제주은행  ,B+,B+,A,B+,B+,B+,A,B+,B+,A,A,B+,A,B,A+,A,B+,C,A,A
제주항공  ,A,A,A+,B+,A,A,A+,B+,B,C,B+,B+,B+,B,B+,B+,B,C,B+,B+
조광페인트  ,C,C,B,C,C,C,B,C,C,C,C,C,B,B,B+,B,C,C,B,B
조광피혁  ,C,D,D,B,C,D,D,B,C,D,D,B,C,D,C,B,C,D,C,B
조비  ,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,B,C,D,B,B
조선선재  ,D,D,D,D,D,D,D,D,D,D,D,C,C,D,C,B+,C,D,C,B+
조일알미늄  ,C,C,C,B,C,C,C,B,C,C,C,B,B,B,C,B+,B,B,C,B
조흥  ,C,C,B,C,C,C,B,C,C,C,C,C,C,D,C,B,B,B,C,B
종근당  ,B+,A,A,B,B+,A,A,B,B+,B+,A,B,A,A,A+,B+,B,C,B+,B+
종근당바이오  ,B+,A,A,B,B+,A,A,B,B+,B,A,B,B+,B+,A,B+,C,B,C,C
종근당홀딩스  ,B+,A,A,B+,B+,A,A,B+,B+,B+,A,B,B+,B+,A,B+,C,C,B+,C
주성코퍼레이션  ,D,C,D,D,D,C,D,D,D,D,D,C,B,B,C,B,D,C,C,D
주연테크  ,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,B,C
지누스  ,A,A,A,A,A,A,A,A,B+,B,B+,A,C,D,C,B+,,,,
지엠비코리아  ,D,D,C,D,D,D,C,D,D,D,C,D,C,C,C,B,C,C,B,C
지역난방공사  ,A+,A+,A+,A,A+,A+,A+,A,A+,A,A+,A+,A,B+,A+,A,A,B+,A+,B+
진도  ,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,C,B,D,B,B
진양산업  ,C,D,D,B,C,D,D,B,D,D,D,D,D,D,C,C,D,D,C,C
진양폴리우레탄  ,D,D,D,C,D,D,D,C,D,D,D,C,C,D,C,B+,C,D,C,B
진양홀딩스  ,C,D,D,B,C,D,D,B,D,D,D,D,C,D,C,B,C,D,C,C
진양화학  ,C,C,D,C,C,C,D,C,D,D,D,C,C,D,C,B,D,D,C,C
진에어  ,A,A,A,A,A,A,A,A,B+,B,B+,A,B+,C,A,A,B+,C,B+,A
진원생명과학  ,D,D,C,D,D,D,C,D,D,D,D,D,C,D,C,B+,C,D,C,B
진흥기업  ,C,C,C,B,C,C,C,B,C,D,C,B,C,C,C,B+,C,C,B,B
참엔지니어링  ,D,D,D,D,D,D,D,D,C,D,C,B,B,D,B,B+,B,B,B,B
천일고속  ,D,C,D,D,D,C,D,D,D,D,D,D,B,C,C,B+,B,C,B,B+
청호ICT  ,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,C,B,C,C
체시스  ,D,C,D,D,D,C,D,D,D,D,D,C,C,D,B,B,C,C,B,C
카카오  ,A,A+,A+,B+,A,A+,A+,B+,A,A,A,A,A,A,A+,A,B+,C,A+,A
카카오뱅크  ,B+,B+,A,B+,B+,B+,A,B+,-,-,-,-,-,-,-,-,,,,
카카오페이  ,A,A,A+,A,A,A,A+,A,-,-,-,-,,,,,,,,
카프로  ,C,C,C,C,C,C,C,C,C,C,D,C,B,B,C,B+,B+,B+,B,B+
