,종목명,2020사회,2021사회,2022사회,2023사회,2024사회,종목코드,시장구분,업종명,시가총액,2021-2020사회차이,2022-2021사회차이,2023-2022사회차이,2024-2023사회차이
186,한국주철관,2.0,2.0,2.0,1.0,1.0,970.0,KOSPI,철강금속,147063000000.0,0.0,0.0,-1.0,0.0
187,한국철강,3.0,3.0,1.0,1.0,1.0,104700.0,KOSPI,철강금속,514494000000.0,0.0,-2.0,0.0,0.0
188,한국카본,3.0,4.0,5.0,4.0,4.0,17960.0,KOSPI,기계,573069000000.0,1.0,1.0,-1.0,0.0
189,한국앤컴퍼니,4.0,6.0,3.0,5.0,5.0,240.0,KOSPI,기타금융,1471500000000.0,2.0,-3.0,2.0,0.0
190,한국특강,3.0,3.0,2.0,2.0,2.0,7280.0,KOSPI,철강금속,104356000000.0,0.0,-1.0,0.0,0.0
191,한국무브넥스,4.0,4.0,2.0,2.0,2.0,10100.0,KOSPI,운수장비,145858000000.0,0.0,-2.0,0.0,0.0
192,한국화장품제조,3.0,3.0,2.0,2.0,2.0,3350.0,KOSPI,화학,117379000000.0,0.0,-1.0,0.0,0.0
193,한농화성,2.0,3.0,1.0,2.0,2.0,11500.0,KOSPI,화학,276776000000.0,1.0,-2.0,1.0,0.0
194,한독,4.0,5.0,5.0,6.0,6.0,2390.0,KOSPI,의약품,183606000000.0,1.0,0.0,1.0,0.0
195,HLD&I,4.0,4.0,5.0,6.0,6.0,14790.0,KOSPI,건설업,74354292364.0,0.0,1.0,1.0,0.0
196,한미글로벌,4.0,5.0,5.0,6.0,6.0,53690.0,KOSPI,서비스업,167431000000.0,1.0,0.0,1.0,0.0
197,한미반도체,2.0,1.0,1.0,1.0,1.0,42700.0,KOSPI,기계,12371800000000.0,-1.0,0.0,0.0,0.0
198,한미사이언스,3.0,6.0,6.0,5.0,5.0,8930.0,KOSPI,기타금융,2298090000000.0,3.0,0.0,-1.0,0.0
199,한샘,6.0,6.0,5.0,5.0,5.0,9240.0,KOSPI,유통업,1195520000000.0,0.0,-1.0,0.0,0.0
200,한섬,5.0,6.0,5.0,6.0,6.0,20000.0,KOSPI,섬유의복,446911000000.0,1.0,-1.0,1.0,0.0
201,한성기업,3.0,3.0,1.0,3.0,3.0,3680.0,KOSPI,음식료품,31979002250.0,0.0,-2.0,2.0,0.0
202,한세실업,3.0,3.0,4.0,5.0,5.0,105630.0,KOSPI,섬유의복,854000000000.0,0.0,1.0,1.0,0.0
203,한세예스24홀딩스,3.0,3.0,4.0,5.0,5.0,16450.0,KOSPI,섬유의복,187200000000.0,0.0,1.0,1.0,0.0
204,한솔로지스틱스,4.0,4.0,5.0,4.0,4.0,9180.0,KOSPI,운수창고업,62026222875.0,0.0,1.0,-1.0,0.0
205,한솔케미칼,4.0,5.0,4.0,4.0,4.0,14680.0,KOSPI,화학,2157090000000.0,1.0,-1.0,0.0,0.0
206,한솔테크닉스,4.0,5.0,5.0,5.0,5.0,4710.0,KOSPI,전기전자,176604000000.0,1.0,0.0,0.0,0.0
207,한솔PNS,4.0,4.0,3.0,3.0,3.0,10420.0,KOSPI,유통업,25226897772.0,0.0,-1.0,0.0,0.0
208,한솔홀딩스,5.0,5.0,5.0,5.0,5.0,4150.0,KOSPI,기타금융,115734000000.0,0.0,0.0,0.0,0.0
209,한솔홈데코,4.0,5.0,3.0,4.0,4.0,25750.0,KOSPI,종이목재,60182166303.0,1.0,-2.0,1.0,0.0
210,한신공영,3.0,2.0,2.0,2.0,2.0,4960.0,KOSPI,건설업,74631027900.0,-1.0,0.0,0.0,0.0
211,한신기계,2.0,2.0,1.0,1.0,1.0,11700.0,KOSPI,기계,142763000000.0,0.0,-1.0,0.0,0.0
212,한양증권,4.0,4.0,1.0,3.0,3.0,1750.0,KOSPI,증권,130849000000.0,0.0,-3.0,2.0,0.0
213,한온시스템,3.0,4.0,5.0,6.0,6.0,18880.0,KOSPI,기계,2749070000000.0,1.0,1.0,1.0,0.0
214,한올바이오파마,4.0,3.0,2.0,1.0,1.0,9420.0,KOSPI,의약품,1810140000000.0,-1.0,-1.0,-1.0,0.0
215,한익스프레스,2.0,3.0,2.0,2.0,2.0,14130.0,KOSPI,운수창고업,53760000000.0,1.0,-1.0,0.0,0.0
216,한일시멘트,4.0,4.0,5.0,6.0,6.0,300720.0,KOSPI,비금속광물,873388000000.0,0.0,1.0,1.0,0.0
217,한일철강,1.0,2.0,1.0,1.0,1.0,2220.0,KOSPI,철강금속,64207391300.0,1.0,-1.0,0.0,0.0
218,한전KPS,5.0,3.0,5.0,5.0,5.0,51600.0,KOSPI,건설업,1539000000000.0,-2.0,2.0,0.0,0.0
219,한전기술,5.0,4.0,4.0,6.0,6.0,52690.0,KOSPI,서비스업,2262620000000.0,-1.0,0.0,2.0,0.0
220,한진,2.0,4.0,5.0,5.0,5.0,2320.0,KOSPI,운수창고업,316142000000.0,2.0,1.0,0.0,0.0
221,HJ중공업,3.0,3.0,4.0,4.0,4.0,97230.0,KOSPI,건설업,250656000000.0,0.0,1.0,0.0,0.0
222,한진중공업홀딩스,2.0,2.0,1.0,2.0,2.0,3480.0,KOSPI,전기가스업,101730000000.0,0.0,-1.0,1.0,0.0
223,한창,3.0,3.0,1.0,1.0,1.0,5110.0,KOSPI,유통업,23332434378.0,0.0,-2.0,0.0,0.0
224,한창제지,2.0,2.0,2.0,2.0,2.0,9460.0,KOSPI,종이목재,49285343436.0,0.0,0.0,0.0,0.0
225,한화,5.0,6.0,6.0,4.0,4.0,880.0,KOSPI,화학,2001400000000.0,1.0,0.0,-2.0,0.0
226,한화손해보험,5.0,6.0,5.0,5.0,5.0,370.0,KOSPI,보험,544587000000.0,1.0,-1.0,0.0,0.0
227,한화솔루션,5.0,6.0,5.0,6.0,6.0,9830.0,KOSPI,화학,4314500000000.0,1.0,-1.0,1.0,0.0
228,한화에어로스페이스,5.0,5.0,5.0,5.0,5.0,12450.0,KOSPI,운수장비,11138600000000.0,0.0,0.0,0.0,0.0
229,한화투자증권,5.0,5.0,5.0,6.0,6.0,3530.0,KOSPI,증권,736972000000.0,0.0,0.0,1.0,0.0
230,HDC현대EP,4.0,4.0,3.0,4.0,4.0,89470.0,KOSPI,화학,130471000000.0,0.0,-1.0,1.0,0.0
231,현대건설,5.0,5.0,5.0,5.0,5.0,720.0,KOSPI,건설업,3786100000000.0,0.0,0.0,0.0,0.0
232,현대글로비스,6.0,6.0,6.0,6.0,6.0,86280.0,KOSPI,운수창고업,6671250000000.0,0.0,0.0,0.0,0.0
233,현대리바트,5.0,6.0,5.0,6.0,6.0,79430.0,KOSPI,기타제조업,153193000000.0,1.0,-1.0,1.0,0.0
234,현대모비스,6.0,6.0,6.0,6.0,6.0,12330.0,KOSPI,운수장비,22383600000000.0,0.0,0.0,0.0,0.0
235,HD현대미포,6.0,6.0,5.0,6.0,6.0,10620.0,KOSPI,운수장비,2923770000000.0,0.0,-1.0,1.0,0.0
236,현대백화점,5.0,6.0,5.0,6.0,6.0,69960.0,KOSPI,유통업,1170120000000.0,1.0,-1.0,1.0,0.0
237,현대비앤지스틸,5.0,6.0,4.0,4.0,4.0,4560.0,KOSPI,철강금속,303838000000.0,1.0,-2.0,0.0,0.0
238,HDC현대산업개발,2.0,2.0,2.0,5.0,5.0,294870.0,KOSPI,건설업,1065060000000.0,0.0,0.0,3.0,0.0
239,HMM,6.0,6.0,5.0,6.0,6.0,11200.0,KOSPI,운수창고업,11107300000000.0,0.0,-1.0,1.0,0.0
240,한일현대시멘트,4.0,4.0,4.0,6.0,6.0,6390.0,KOSPI,비금속광물,287982000000.0,0.0,0.0,2.0,0.0
241,현대약품,4.0,3.0,2.0,2.0,2.0,4310.0,KOSPI,의약품,121280000000.0,-1.0,-1.0,0.0,0.0
242,현대엘리베이,5.0,5.0,3.0,5.0,5.0,17800.0,KOSPI,기계,1581290000000.0,0.0,-2.0,2.0,0.0
243,현대차,6.0,5.0,4.0,5.0,5.0,5380.0,KOSPI,운수장비,51307000000000.0,-1.0,-1.0,1.0,0.0
244,현대제철,3.0,4.0,5.0,5.0,5.0,4020.0,KOSPI,철강금속,4276940000000.0,1.0,1.0,0.0,0.0
245,현대코퍼레이션,3.0,5.0,3.0,4.0,4.0,11760.0,KOSPI,유통업,218543000000.0,2.0,-2.0,1.0,0.0
246,현대차증권,6.0,6.0,6.0,6.0,6.0,1500.0,KOSPI,증권,274314000000.0,0.0,0.0,0.0,0.0
247,현대해상,5.0,6.0,5.0,6.0,6.0,1450.0,KOSPI,보험,2749050000000.0,1.0,-1.0,1.0,0.0
248,형지엘리트,3.0,3.0,2.0,1.0,1.0,93240.0,KOSPI,섬유의복,37697305580.0,0.0,-1.0,-1.0,0.0
249,혜인,2.0,3.0,1.0,1.0,1.0,3010.0,KOSPI,유통업,69284471150.0,1.0,-2.0,0.0,0.0
250,호텔신라,5.0,6.0,5.0,5.0,5.0,8770.0,KOSPI,유통업,2276390000000.0,1.0,-1.0,0.0,0.0
251,화성산업,3.0,4.0,4.0,2.0,2.0,2460.0,KOSPI,건설업,101297000000.0,1.0,0.0,-2.0,0.0
252,화승인더,3.0,4.0,2.0,4.0,4.0,6060.0,KOSPI,화학,221003000000.0,1.0,-2.0,2.0,0.0
253,화신,4.0,5.0,5.0,5.0,5.0,10690.0,KOSPI,운수장비,367363000000.0,1.0,0.0,0.0,0.0
254,화천기계,3.0,2.0,1.0,2.0,2.0,10660.0,KOSPI,기계,80960000000.0,-1.0,-1.0,1.0,0.0
255,화천기공,2.0,3.0,1.0,2.0,2.0,850.0,KOSPI,기계,66880000000.0,1.0,-2.0,1.0,0.0
256,환인제약,4.0,3.0,4.0,2.0,2.0,16580.0,KOSPI,의약품,256495000000.0,-1.0,1.0,-2.0,0.0
257,황금에스티,2.0,2.0,1.0,1.0,1.0,32560.0,KOSPI,철강금속,116280000000.0,0.0,-1.0,0.0,0.0
258,효성,6.0,6.0,6.0,6.0,6.0,4800.0,KOSPI,기타금융,1224230000000.0,0.0,0.0,0.0,0.0
259,효성ITX,4.0,4.0,5.0,6.0,6.0,94280.0,KOSPI,서비스업,144478000000.0,0.0,1.0,1.0,0.0
260,후성,2.0,3.0,4.0,5.0,5.0,93370.0,KOSPI,화학,748212000000.0,1.0,1.0,1.0,0.0
261,휴니드,3.0,4.0,2.0,1.0,1.0,5870.0,KOSPI,전기전자,103753000000.0,1.0,-2.0,-1.0,0.0
262,휴스틸,3.0,2.0,1.0,2.0,2.0,5010.0,KOSPI,철강금속,251161000000.0,-1.0,-1.0,1.0,0.0
263,TKG휴켐스,4.0,5.0,4.0,5.0,5.0,69260.0,KOSPI,화학,791001000000.0,1.0,-1.0,1.0,0.0
264,흥국화재,5.0,5.0,4.0,4.0,4.0,540.0,KOSPI,보험,260825000000.0,0.0,-1.0,0.0,0.0
265,흥아해운,2.0,2.0,3.0,4.0,4.0,3280.0,KOSPI,운수창고업,688817000000.0,0.0,1.0,1.0,0.0
266,동남합성,2.0,2.0,1.0,1.0,1.0,23450.0,KOSPI,화학,108500000000.0,0.0,-1.0,0.0,0.0
267,동방,2.0,1.0,2.0,3.0,3.0,4140.0,KOSPI,운수창고업,106497000000.0,-1.0,1.0,1.0,0.0
268,동방아그로,2.0,2.0,1.0,2.0,2.0,7590.0,KOSPI,화학,85654559330.0,0.0,-1.0,1.0,0.0
269,동부건설,3.0,1.0,4.0,4.0,4.0,5960.0,KOSPI,건설업,113919000000.0,-2.0,3.0,0.0,0.0
270,KG스틸,4.0,3.0,4.0,5.0,5.0,16380.0,KOSPI,철강금속,696062000000.0,-1.0,1.0,1.0,0.0
271,동성제약,3.0,2.0,1.0,2.0,2.0,2210.0,KOSPI,의약품,136769000000.0,-1.0,-1.0,1.0,0.0
272,동성케미컬,4.0,4.0,5.0,6.0,6.0,102260.0,KOSPI,서비스업,223604000000.0,0.0,1.0,1.0,0.0
273,동아쏘시오홀딩스,5.0,6.0,5.0,6.0,6.0,640.0,KOSPI,기타금융,721871000000.0,1.0,-1.0,1.0,0.0
274,다스코,3.0,2.0,1.0,2.0,2.0,58730.0,KOSPI,기계,65852614695.0,-1.0,-1.0,1.0,0.0
275,동아지질,2.0,1.0,1.0,1.0,1.0,28100.0,KOSPI,건설업,172707000000.0,-1.0,0.0,0.0,0.0
276,동양,2.0,2.0,1.0,1.0,1.0,1520.0,KOSPI,비금속광물,219112000000.0,0.0,-1.0,0.0,0.0
277,동양고속,3.0,2.0,1.0,1.0,1.0,84670.0,KOSPI,운수창고업,33588600400.0,-1.0,-1.0,0.0,0.0
278,TYM,4.0,6.0,4.0,5.0,5.0,2900.0,KOSPI,기계,210388000000.0,2.0,-2.0,1.0,0.0
279,동양생명,4.0,5.0,3.0,3.0,3.0,82640.0,KOSPI,보험,855201000000.0,1.0,-2.0,0.0,0.0
280,동양철관,2.0,1.0,1.0,2.0,2.0,8970.0,KOSPI,철강금속,83100817710.0,-1.0,0.0,1.0,0.0
281,HLB글로벌,3.0,2.0,2.0,1.0,1.0,3580.0,KOSPI,광업,325019000000.0,-1.0,0.0,-1.0,0.0
282,동원F&B,4.0,5.0,5.0,5.0,5.0,49770.0,KOSPI,음식료품,749635000000.0,1.0,0.0,0.0,0.0
283,동원금속,3.0,2.0,1.0,2.0,2.0,18500.0,KOSPI,운수장비,76865109852.0,-1.0,-1.0,1.0,0.0
284,동원산업,3.0,4.0,4.0,4.0,4.0,6040.0,KOSPI,기타금융,1722180000000.0,1.0,0.0,0.0,0.0
285,동원수산,3.0,2.0,1.0,1.0,1.0,30720.0,KOSPI,"농업, 임업 및 어업",27690139750.0,-1.0,-1.0,0.0,0.0
286,동원시스템즈,3.0,4.0,4.0,5.0,5.0,14820.0,KOSPI,화학,1174150000000.0,1.0,0.0,1.0,0.0
287,DI동일,2.0,2.0,2.0,1.0,1.0,1530.0,KOSPI,유통업,675780000000.0,0.0,0.0,-1.0,0.0
288,동일산업,2.0,2.0,1.0,1.0,1.0,4890.0,KOSPI,철강금속,105012000000.0,0.0,-1.0,0.0,0.0
289,동화약품,4.0,4.0,4.0,3.0,3.0,20.0,KOSPI,의약품,243004000000.0,0.0,0.0,-1.0,0.0
290,두산,6.0,6.0,5.0,6.0,6.0,150.0,KOSPI,기타금융,2204280000000.0,0.0,-1.0,1.0,0.0
291,HD현대인프라코어,6.0,6.0,5.0,6.0,6.0,42670.0,KOSPI,기계,1536950000000.0,0.0,-1.0,1.0,0.0
292,두산에너빌리티,6.0,5.0,5.0,6.0,6.0,34020.0,KOSPI,기계,10076000000000.0,-1.0,0.0,1.0,0.0
293,디씨엠,2.0,2.0,2.0,2.0,2.0,24090.0,KOSPI,철강금속,124260000000.0,0.0,0.0,0.0,0.0
294,디아이,3.0,3.0,2.0,2.0,2.0,3160.0,KOSPI,의료정밀,538549000000.0,0.0,-1.0,0.0,0.0
295,디아이씨,3.0,2.0,2.0,2.0,2.0,92200.0,KOSPI,운수장비,240331000000.0,-1.0,0.0,0.0,0.0
296,디와이,2.0,2.0,1.0,2.0,2.0,13570.0,KOSPI,기타금융,150285000000.0,0.0,-1.0,1.0,0.0
297,DN오토모티브,2.0,2.0,1.0,3.0,3.0,7340.0,KOSPI,전기전자,790526000000.0,0.0,-1.0,2.0,0.0
298,롯데관광개발,3.0,3.0,2.0,2.0,2.0,32350.0,KOSPI,서비스업,740527000000.0,0.0,-1.0,0.0,0.0
299,롯데손해보험,5.0,6.0,4.0,4.0,4.0,400.0,KOSPI,보험,1013250000000.0,1.0,-2.0,0.0,0.0
300,롯데쇼핑,6.0,6.0,6.0,6.0,6.0,23530.0,KOSPI,유통업,1892520000000.0,0.0,0.0,0.0,0.0
301,롯데정밀화학,6.0,6.0,6.0,6.0,6.0,4000.0,KOSPI,화학,1111980000000.0,0.0,0.0,0.0,0.0
302,롯데지주,5.0,6.0,6.0,6.0,6.0,4990.0,KOSPI,기타금융,2774850000000.0,1.0,0.0,0.0,0.0
303,롯데칠성,5.0,6.0,5.0,5.0,5.0,5300.0,KOSPI,음식료품,1183060000000.0,1.0,-1.0,0.0,0.0
304,롯데케미칼,5.0,6.0,6.0,6.0,6.0,11170.0,KOSPI,화학,4290370000000.0,1.0,0.0,0.0,0.0
305,마니커,4.0,3.0,1.0,1.0,1.0,27740.0,KOSPI,음식료품,69227238520.0,-1.0,-2.0,0.0,0.0
306,만호제강,3.0,2.0,2.0,2.0,2.0,1080.0,KOSPI,철강금속,195673000000.0,-1.0,0.0,0.0,0.0
307,명문제약,3.0,3.0,1.0,1.0,1.0,17180.0,KOSPI,의약품,69434813430.0,0.0,-2.0,0.0,0.0
308,모나리자,3.0,2.0,2.0,5.0,5.0,12690.0,KOSPI,종이목재,114834000000.0,-1.0,0.0,3.0,0.0
309,모나미,2.0,2.0,1.0,2.0,2.0,5360.0,KOSPI,유통업,51117215435.0,0.0,-1.0,1.0,0.0
310,모토닉,3.0,3.0,3.0,2.0,2.0,9680.0,KOSPI,운수장비,274560000000.0,0.0,0.0,-1.0,0.0
311,무림P&P,4.0,5.0,5.0,5.0,5.0,9580.0,KOSPI,종이목재,190535000000.0,1.0,0.0,0.0,0.0
312,무림페이퍼,4.0,4.0,4.0,5.0,5.0,9200.0,KOSPI,종이목재,89251969950.0,0.0,0.0,1.0,0.0
313,문배철강,2.0,2.0,1.0,1.0,1.0,8420.0,KOSPI,철강금속,56999743900.0,0.0,-1.0,0.0,0.0
314,미래산업,2.0,2.0,1.0,1.0,1.0,25560.0,KOSPI,의료정밀,66641196300.0,0.0,-1.0,0.0,0.0
315,미래아이앤지,2.0,2.0,1.0,1.0,1.0,7120.0,KOSPI,서비스업,31257497664.0,0.0,-1.0,0.0,0.0
316,미래에셋증권,6.0,6.0,6.0,6.0,6.0,6800.0,KOSPI,증권,4458920000000.0,0.0,0.0,0.0,0.0
317,미원상사,3.0,1.0,1.0,1.0,1.0,2840.0,KOSPI,화학,907725000000.0,-2.0,0.0,0.0,0.0
318,미원홀딩스,2.0,2.0,2.0,3.0,3.0,107590.0,KOSPI,기타금융,179336000000.0,0.0,0.0,1.0,0.0
319,미창석유,2.0,2.0,1.0,1.0,1.0,3650.0,KOSPI,화학,136738000000.0,0.0,-1.0,0.0,0.0
320,방림,2.0,2.0,1.0,1.0,1.0,3610.0,KOSPI,섬유의복,88224877650.0,0.0,-1.0,0.0,0.0
321,백광산업,2.0,2.0,1.0,1.0,1.0,1340.0,KOSPI,화학,360246000000.0,0.0,-1.0,0.0,0.0
322,태경비케이,3.0,3.0,2.0,2.0,2.0,14580.0,KOSPI,비금속광물,145639000000.0,0.0,-1.0,0.0,0.0
323,백산,3.0,3.0,1.0,2.0,2.0,35150.0,KOSPI,화학,297198000000.0,0.0,-2.0,1.0,0.0
324,범양건영,2.0,3.0,2.0,2.0,2.0,2410.0,KOSPI,건설업,40103650930.0,1.0,-1.0,0.0,0.0
325,보락,2.0,2.0,1.0,1.0,1.0,2760.0,KOSPI,화학,67567200000.0,0.0,-1.0,0.0,0.0
326,보령,3.0,5.0,5.0,5.0,5.0,3850.0,KOSPI,의약품,763833000000.0,2.0,0.0,0.0,0.0
327,보해양조,3.0,2.0,1.0,1.0,1.0,890.0,KOSPI,음식료품,67890622952.0,-1.0,-1.0,0.0,0.0
328,부광약품,2.0,1.0,1.0,5.0,5.0,3000.0,KOSPI,의약품,437748000000.0,-1.0,0.0,4.0,0.0
329,부국증권,3.0,3.0,2.0,3.0,3.0,1270.0,KOSPI,증권,249914000000.0,0.0,-1.0,1.0,0.0
330,부국철강,2.0,2.0,1.0,1.0,1.0,26940.0,KOSPI,철강금속,60300000000.0,0.0,-1.0,0.0,0.0
331,부산산업,2.0,1.0,1.0,1.0,1.0,11390.0,KOSPI,비금속광물,55756800000.0,-1.0,0.0,0.0,0.0
332,부산주공,2.0,1.0,1.0,2.0,2.0,5030.0,KOSPI,운수장비,38288532168.0,-1.0,0.0,1.0,0.0
333,비상교육,4.0,4.0,3.0,3.0,3.0,100220.0,KOSPI,서비스업,62384356800.0,0.0,-1.0,0.0,0.0
334,빙그레,6.0,6.0,5.0,6.0,6.0,5180.0,KOSPI,음식료품,682691000000.0,0.0,-1.0,1.0,0.0
335,사조대림,3.0,5.0,3.0,5.0,5.0,3960.0,KOSPI,음식료품,343209000000.0,2.0,-2.0,2.0,0.0
336,사조동아원,2.0,3.0,4.0,3.0,3.0,8040.0,KOSPI,음식료품,136487000000.0,1.0,1.0,-1.0,0.0
337,사조산업,2.0,3.0,3.0,4.0,4.0,7160.0,KOSPI,"농업, 임업 및 어업",179500000000.0,1.0,0.0,1.0,0.0
338,사조오양,3.0,3.0,3.0,4.0,4.0,6090.0,KOSPI,음식료품,84804651000.0,0.0,0.0,1.0,0.0
339,SGC에너지,3.0,5.0,5.0,5.0,5.0,5090.0,KOSPI,전기가스업,330694000000.0,2.0,0.0,0.0,0.0
340,삼성SDI,5.0,6.0,6.0,6.0,6.0,6400.0,KOSPI,전기전자,28984200000000.0,1.0,0.0,0.0,0.0
341,삼성공조,2.0,2.0,2.0,2.0,2.0,6660.0,KOSPI,운수장비,73543141700.0,0.0,0.0,0.0,0.0
342,삼성물산,5.0,6.0,5.0,6.0,6.0,28260.0,KOSPI,유통업,27356200000000.0,1.0,-1.0,1.0,0.0
343,삼성E&A,6.0,6.0,6.0,6.0,6.0,28050.0,KOSPI,서비스업,5154800000000.0,0.0,0.0,0.0,0.0
344,삼성전기,6.0,6.0,6.0,6.0,6.0,9150.0,KOSPI,전기전자,10823100000000.0,0.0,0.0,0.0,0.0
345,삼성전자,6.0,6.0,6.0,6.0,6.0,5930.0,KOSPI,전기전자,454300000000000.0,0.0,0.0,0.0,0.0
346,삼성제약,2.0,2.0,1.0,1.0,1.0,1360.0,KOSPI,의약품,153955000000.0,0.0,-1.0,0.0,0.0
347,삼성중공업,3.0,5.0,4.0,6.0,6.0,10140.0,KOSPI,운수장비,8342400000000.0,2.0,-1.0,2.0,0.0
348,삼성증권,6.0,6.0,6.0,6.0,6.0,16360.0,KOSPI,증권,3344290000000.0,0.0,0.0,0.0,0.0
349,삼성출판사,2.0,1.0,1.0,1.0,1.0,68290.0,KOSPI,서비스업,179100000000.0,-1.0,0.0,0.0,0.0
350,삼성카드,4.0,6.0,6.0,6.0,6.0,29780.0,KOSPI,기타금융,4373670000000.0,2.0,0.0,0.0,0.0
351,삼성화재,6.0,6.0,5.0,6.0,6.0,810.0,KOSPI,보험,14236100000000.0,0.0,-1.0,1.0,0.0
352,삼아알미늄,2.0,2.0,1.0,1.0,1.0,6110.0,KOSPI,철강금속,1119580000000.0,0.0,-1.0,0.0,0.0
353,삼양식품,3.0,6.0,6.0,6.0,6.0,3230.0,KOSPI,음식료품,2207170000000.0,3.0,0.0,0.0,0.0
354,삼양통상,2.0,2.0,1.0,1.0,1.0,2170.0,KOSPI,기타제조업,148800000000.0,0.0,-1.0,0.0,0.0
355,삼양홀딩스,4.0,5.0,5.0,5.0,5.0,70.0,KOSPI,기타금융,586653000000.0,1.0,0.0,0.0,0.0
356,삼영무역,2.0,2.0,2.0,1.0,1.0,2810.0,KOSPI,유통업,235269000000.0,0.0,0.0,-1.0,0.0
357,삼영전자,4.0,3.0,1.0,2.0,2.0,5680.0,KOSPI,전기전자,190400000000.0,-1.0,-2.0,1.0,0.0
358,삼영,2.0,2.0,1.0,1.0,1.0,3720.0,KOSPI,화학,129880000000.0,0.0,-1.0,0.0,0.0
359,삼익THK,3.0,3.0,2.0,2.0,2.0,4380.0,KOSPI,기계,278250000000.0,0.0,-1.0,0.0,0.0
360,삼익악기,2.0,2.0,1.0,1.0,1.0,2450.0,KOSPI,기타제조업,116513000000.0,0.0,-1.0,0.0,0.0
361,삼일제약,4.0,3.0,1.0,2.0,2.0,520.0,KOSPI,의약품,183800000000.0,-1.0,-2.0,1.0,0.0
362,삼정펄프,3.0,1.0,2.0,2.0,2.0,9770.0,KOSPI,종이목재,62499275000.0,-2.0,1.0,0.0,0.0
363,삼진제약,4.0,3.0,1.0,1.0,1.0,5500.0,KOSPI,의약품,273830000000.0,-1.0,-2.0,0.0,0.0
364,삼천리,5.0,5.0,4.0,3.0,3.0,4690.0,KOSPI,전기가스업,369818000000.0,0.0,-1.0,-1.0,0.0
365,삼호개발,2.0,1.0,4.0,5.0,5.0,10960.0,KOSPI,건설업,81750000000.0,-1.0,3.0,1.0,0.0
366,삼화왕관,2.0,2.0,1.0,1.0,1.0,4450.0,KOSPI,기계,70448193300.0,0.0,-1.0,0.0,0.0
367,삼화전기,3.0,2.0,1.0,2.0,2.0,9470.0,KOSPI,전기전자,251325000000.0,-1.0,-1.0,1.0,0.0
368,삼화전자,2.0,2.0,1.0,1.0,1.0,11230.0,KOSPI,전기전자,67526286500.0,0.0,-1.0,0.0,0.0
369,삼화콘덴서,3.0,3.0,2.0,2.0,2.0,1820.0,KOSPI,전기전자,466736000000.0,0.0,-1.0,0.0,0.0
370,삼화페인트,4.0,4.0,4.0,5.0,5.0,390.0,KOSPI,화학,202666000000.0,0.0,0.0,1.0,0.0
371,상신브레이크,3.0,3.0,2.0,3.0,3.0,41650.0,KOSPI,운수장비,82020939000.0,0.0,-1.0,1.0,0.0
