,종목명,2020사회,2021사회,2022사회,2023사회,2024사회,종목코드,시장구분,업종명,시가총액,2021-2020사회차이,2022-2021사회차이,2023-2022사회차이,2024-2023사회차이
558,팬오션,3.0,1.0,4.0,5.0,5.0,28670.0,KOSPI,운수창고업,2205100000000.0,-2.0,3.0,1.0,0.0
559,퍼스텍,3.0,2.0,1.0,2.0,2.0,10820.0,KOSPI,기계,163630000000.0,-1.0,-1.0,1.0,0.0
560,퍼시스,3.0,4.0,2.0,2.0,2.0,16800.0,KOSPI,기타제조업,407100000000.0,1.0,-2.0,0.0,0.0
561,페이퍼코리아,3.0,2.0,1.0,2.0,2.0,1020.0,KOSPI,종이목재,150574000000.0,-1.0,-1.0,1.0,0.0
562,평화산업,3.0,2.0,2.0,2.0,2.0,90080.0,KOSPI,운수장비,61490530080.0,-1.0,0.0,0.0,0.0
563,평화홀딩스,3.0,2.0,1.0,2.0,2.0,10770.0,KOSPI,운수장비,43876398000.0,-1.0,-1.0,1.0,0.0
564,POSCO홀딩스,3.0,4.0,5.0,6.0,6.0,5490.0,KOSPI,철강금속,33405600000000.0,1.0,1.0,1.0,0.0
565,포스코스틸리온,6.0,6.0,6.0,6.0,6.0,58430.0,KOSPI,철강금속,279300000000.0,0.0,0.0,0.0,0.0
566,포스코인터내셔널,6.0,6.0,6.0,6.0,6.0,47050.0,KOSPI,유통업,7890140000000.0,0.0,0.0,0.0,0.0
567,풀무원,6.0,6.0,6.0,6.0,6.0,17810.0,KOSPI,음식료품,470026000000.0,0.0,0.0,0.0,0.0
568,풍산,5.0,5.0,4.0,4.0,4.0,103140.0,KOSPI,철강금속,1670250000000.0,0.0,-1.0,0.0,0.0
569,풍산홀딩스,4.0,5.0,4.0,4.0,4.0,5810.0,KOSPI,기타금융,418822000000.0,1.0,-1.0,0.0,0.0
570,KH필룩스,3.0,3.0,2.0,2.0,2.0,33180.0,KOSPI,전기전자,120579000000.0,0.0,-1.0,0.0,0.0
571,하나금융지주,5.0,6.0,6.0,6.0,6.0,86790.0,KOSPI,기타금융,16664300000000.0,1.0,0.0,0.0,0.0
572,BNK금융지주,6.0,6.0,5.0,6.0,6.0,138930.0,KOSPI,기타금융,2589590000000.0,0.0,-1.0,1.0,0.0
573,DGB금융지주,6.0,6.0,6.0,6.0,6.0,139130.0,KOSPI,기타금융,1400530000000.0,0.0,0.0,0.0,0.0
574,KC코트렐,3.0,2.0,1.0,1.0,1.0,119650.0,KOSPI,기계,79395600889.0,-1.0,-1.0,0.0,0.0
575,KTcs,4.0,5.0,5.0,5.0,5.0,58850.0,KOSPI,서비스업,134244000000.0,1.0,0.0,0.0,0.0
576,금호타이어,2.0,5.0,5.0,6.0,6.0,73240.0,KOSPI,화학,1835590000000.0,3.0,0.0,1.0,0.0
577,대성산업,3.0,2.0,2.0,1.0,1.0,128820.0,KOSPI,유통업,169633000000.0,-1.0,0.0,-1.0,0.0
578,대성에너지,4.0,3.0,3.0,2.0,2.0,117580.0,KOSPI,전기가스업,244750000000.0,-1.0,0.0,-1.0,0.0
579,도화엔지니어링,3.0,3.0,2.0,3.0,3.0,2150.0,KOSPI,서비스업,251214000000.0,0.0,-1.0,1.0,0.0
580,한화엔진,5.0,5.0,5.0,5.0,5.0,82740.0,KOSPI,기계,959642000000.0,0.0,0.0,0.0,0.0
581,락앤락,4.0,2.0,4.0,2.0,2.0,115390.0,KOSPI,화학,376073000000.0,-2.0,2.0,-2.0,0.0
582,롯데하이마트,6.0,6.0,6.0,6.0,6.0,71840.0,KOSPI,유통업,217899000000.0,0.0,0.0,0.0,0.0
583,무학,2.0,3.0,2.0,1.0,1.0,33920.0,KOSPI,음식료품,145065000000.0,1.0,-1.0,-1.0,0.0
584,벽산,3.0,3.0,2.0,4.0,4.0,7210.0,KOSPI,비금속광물,143903000000.0,0.0,-1.0,2.0,0.0
585,삼부토건,3.0,1.0,1.0,2.0,2.0,1470.0,KOSPI,건설업,344177000000.0,-2.0,0.0,1.0,0.0
586,삼성생명,5.0,6.0,6.0,6.0,6.0,32830.0,KOSPI,보험,16840000000000.0,1.0,0.0,0.0,0.0
587,삼양사,4.0,5.0,5.0,5.0,5.0,145990.0,KOSPI,음식료품,503296000000.0,1.0,0.0,0.0,0.0
588,삼원강재,2.0,1.0,1.0,3.0,3.0,23000.0,KOSPI,운수장비,109600000000.0,-1.0,0.0,2.0,0.0
589,세아특수강,2.0,4.0,4.0,5.0,5.0,19440.0,KOSPI,철강금속,116381000000.0,2.0,0.0,1.0,0.0
590,신세계인터내셔날,5.0,5.0,4.0,5.0,5.0,31430.0,KOSPI,유통업,637245000000.0,0.0,-1.0,1.0,0.0
591,신세계푸드,4.0,5.0,4.0,5.0,5.0,31440.0,KOSPI,서비스업,132439000000.0,1.0,-1.0,1.0,0.0
592,아이마켓코리아,3.0,4.0,4.0,4.0,4.0,122900.0,KOSPI,유통업,280468000000.0,1.0,0.0,0.0,0.0
593,인바이오젠,3.0,2.0,1.0,1.0,1.0,101140.0,KOSPI,유통업,93812977440.0,-1.0,-1.0,0.0,0.0
594,SJM,3.0,3.0,2.0,2.0,2.0,123700.0,KOSPI,운수장비,54461094020.0,0.0,-1.0,0.0,0.0
595,에이블씨엔씨,3.0,4.0,3.0,3.0,3.0,78520.0,KOSPI,화학,169612000000.0,1.0,-1.0,0.0,0.0
596,영흥,3.0,3.0,1.0,2.0,2.0,12160.0,KOSPI,철강금속,50047323768.0,0.0,-2.0,1.0,0.0
597,우진,3.0,2.0,2.0,2.0,2.0,105840.0,KOSPI,의료정밀,167873000000.0,-1.0,0.0,0.0,0.0
598,유니켐,2.0,2.0,1.0,2.0,2.0,11330.0,KOSPI,기타제조업,159327000000.0,0.0,-1.0,1.0,0.0
599,이마트,6.0,5.0,5.0,4.0,4.0,139480.0,KOSPI,유통업,1714360000000.0,-1.0,0.0,-1.0,0.0
600,이연제약,3.0,3.0,1.0,1.0,1.0,102460.0,KOSPI,의약품,247948000000.0,0.0,-2.0,0.0,0.0
601,롯데에너지머티리얼즈,2.0,2.0,1.0,3.0,3.0,20150.0,KOSPI,전기전자,2051930000000.0,0.0,-1.0,2.0,0.0
602,조선선재,2.0,2.0,1.0,1.0,1.0,120030.0,KOSPI,기계,122747000000.0,0.0,-1.0,0.0,0.0
603,지역난방공사,6.0,6.0,6.0,6.0,6.0,71320.0,KOSPI,전기가스업,470097000000.0,0.0,0.0,0.0,0.0
604,KTis,4.0,6.0,4.0,5.0,5.0,58860.0,KOSPI,서비스업,98315650000.0,2.0,-2.0,1.0,0.0
605,스카이라이프,4.0,5.0,6.0,5.0,5.0,53210.0,KOSPI,서비스업,257574000000.0,1.0,1.0,-1.0,0.0
606,코오롱인더,4.0,5.0,5.0,6.0,6.0,120110.0,KOSPI,화학,983808000000.0,1.0,0.0,1.0,0.0
607,코오롱플라스틱,4.0,4.0,3.0,3.0,3.0,138490.0,KOSPI,화학,267140000000.0,0.0,-1.0,0.0,0.0
608,티웨이홀딩스,3.0,1.0,2.0,2.0,2.0,4870.0,KOSPI,비금속광물,47993027990.0,-2.0,1.0,0.0,0.0
609,하나투어,3.0,5.0,4.0,5.0,5.0,39130.0,KOSPI,서비스업,936688000000.0,2.0,-1.0,1.0,0.0
610,한국항공우주,6.0,6.0,5.0,5.0,5.0,47810.0,KOSPI,운수장비,4883500000000.0,0.0,-1.0,0.0,0.0
611,한국화장품,4.0,3.0,2.0,2.0,2.0,123690.0,KOSPI,유통업,107495000000.0,-1.0,-1.0,0.0,0.0
612,HL홀딩스,4.0,6.0,5.0,6.0,6.0,60980.0,KOSPI,기타금융,343726000000.0,2.0,-1.0,1.0,0.0
613,한미약품,6.0,6.0,6.0,5.0,5.0,128940.0,KOSPI,의약품,4016250000000.0,0.0,0.0,-1.0,0.0
614,한세엠케이,2.0,2.0,3.0,4.0,4.0,69640.0,KOSPI,유통업,64277381770.0,0.0,1.0,1.0,0.0
615,한전산업,4.0,4.0,3.0,1.0,1.0,130660.0,KOSPI,서비스업,230156000000.0,0.0,-1.0,-2.0,0.0
616,한화생명,6.0,6.0,6.0,6.0,6.0,88350.0,KOSPI,보험,2410170000000.0,0.0,0.0,0.0,0.0
617,현대위아,6.0,6.0,5.0,6.0,6.0,11210.0,KOSPI,운수장비,1558280000000.0,0.0,-1.0,1.0,0.0
618,현대홈쇼핑,5.0,6.0,6.0,6.0,6.0,57050.0,KOSPI,유통업,684000000000.0,1.0,0.0,0.0,0.0
619,휠라홀딩스,4.0,6.0,5.0,5.0,5.0,81660.0,KOSPI,유통업,2460460000000.0,2.0,-1.0,0.0,0.0
620,GS리테일,3.0,5.0,5.0,5.0,5.0,7070.0,KOSPI,유통업,2043050000000.0,2.0,0.0,0.0,0.0
621,메리츠금융지주,4.0,4.0,2.0,5.0,5.0,138040.0,KOSPI,기타금융,15456900000000.0,0.0,-2.0,3.0,0.0
622,미원화학,2.0,2.0,1.0,2.0,2.0,134380.0,KOSPI,화학,155488000000.0,0.0,-1.0,1.0,0.0
623,선진,3.0,5.0,4.0,3.0,3.0,136490.0,KOSPI,음식료품,176920000000.0,2.0,-1.0,-1.0,0.0
624,인터지스,3.0,2.0,3.0,2.0,2.0,129260.0,KOSPI,운수창고업,68122631460.0,-1.0,1.0,-1.0,0.0
625,제주은행,5.0,6.0,5.0,5.0,5.0,6220.0,KOSPI,은행,491892000000.0,1.0,-1.0,0.0,0.0
626,시디즈,2.0,2.0,2.0,1.0,1.0,134790.0,KOSPI,기타제조업,59000000000.0,0.0,0.0,-1.0,0.0
627,한국종합기술,2.0,2.0,2.0,2.0,2.0,23350.0,KOSPI,서비스업,59349000000.0,0.0,0.0,0.0,0.0
628,LG헬로비전,4.0,5.0,5.0,6.0,6.0,37560.0,KOSPI,서비스업,254413000000.0,1.0,0.0,1.0,0.0
629,대한해운,3.0,3.0,4.0,4.0,4.0,5880.0,KOSPI,운수창고업,576754000000.0,0.0,1.0,0.0,0.0
630,동일고무벨트,4.0,4.0,4.0,5.0,5.0,163560.0,KOSPI,화학,111339000000.0,0.0,0.0,1.0,0.0
631,사조씨푸드,3.0,4.0,3.0,4.0,4.0,14710.0,KOSPI,음식료품,58198675340.0,1.0,-1.0,1.0,0.0
632,애경케미칼,2.0,2.0,5.0,5.0,5.0,161000.0,KOSPI,화학,586217000000.0,0.0,3.0,0.0,0.0
633,지엠비코리아,3.0,2.0,2.0,2.0,2.0,13870.0,KOSPI,운수장비,80771105800.0,-1.0,0.0,0.0,0.0
634,한국콜마,4.0,5.0,4.0,6.0,6.0,161890.0,KOSPI,화학,1156650000000.0,1.0,-1.0,2.0,0.0
635,한국타이어앤테크놀로지,5.0,5.0,5.0,6.0,6.0,161390.0,KOSPI,화학,7209530000000.0,0.0,0.0,1.0,0.0
636,휴비스,4.0,6.0,5.0,6.0,6.0,79980.0,KOSPI,화학,127650000000.0,2.0,-1.0,1.0,0.0
637,DSR,3.0,3.0,2.0,2.0,2.0,155660.0,KOSPI,철강금속,66160000000.0,0.0,-1.0,0.0,0.0
638,JB금융지주,5.0,6.0,6.0,5.0,5.0,175330.0,KOSPI,기타금융,2450240000000.0,1.0,0.0,-1.0,0.0
639,NHN,4.0,5.0,5.0,6.0,6.0,181710.0,KOSPI,서비스업,771556000000.0,1.0,0.0,1.0,0.0
640,동아에스티,4.0,6.0,5.0,6.0,6.0,170900.0,KOSPI,의약품,611349000000.0,2.0,-1.0,1.0,0.0
641,한진칼,3.0,5.0,5.0,6.0,6.0,180640.0,KOSPI,운수창고업,3925620000000.0,2.0,0.0,1.0,0.0
642,현대로템,5.0,6.0,6.0,6.0,6.0,64350.0,KOSPI,운수장비,4376610000000.0,1.0,0.0,0.0,0.0
643,신송홀딩스,3.0,2.0,1.0,1.0,1.0,6880.0,KOSPI,유통업,88479857840.0,-1.0,-1.0,0.0,0.0
644,아세아시멘트,4.0,4.0,4.0,5.0,5.0,183190.0,KOSPI,비금속광물,386944000000.0,0.0,0.0,1.0,0.0
645,종근당,4.0,6.0,5.0,5.0,5.0,185750.0,KOSPI,의약품,1343790000000.0,2.0,-1.0,0.0,0.0
646,AJ네트웍스,3.0,3.0,4.0,5.0,5.0,95570.0,KOSPI,서비스업,213593000000.0,0.0,1.0,1.0,0.0
647,BGF,5.0,6.0,6.0,6.0,6.0,27410.0,KOSPI,기타금융,351281000000.0,1.0,0.0,0.0,0.0
648,디와이파워,3.0,2.0,1.0,1.0,1.0,210540.0,KOSPI,기계,141223000000.0,-1.0,-1.0,0.0,0.0
649,HL만도,6.0,6.0,5.0,6.0,6.0,204320.0,KOSPI,운수장비,1537850000000.0,0.0,-1.0,1.0,0.0
650,미래에셋생명,4.0,6.0,5.0,4.0,4.0,85620.0,KOSPI,보험,873575000000.0,2.0,-1.0,-1.0,0.0
651,코스맥스,4.0,5.0,5.0,5.0,5.0,192820.0,KOSPI,화학,1503810000000.0,1.0,0.0,0.0,0.0
652,쿠쿠홀딩스,3.0,2.0,1.0,2.0,2.0,192400.0,KOSPI,기타금융,663946000000.0,-1.0,-1.0,1.0,0.0
653,화인베스틸,2.0,2.0,1.0,2.0,2.0,133820.0,KOSPI,철강금속,39796518338.0,0.0,-1.0,1.0,0.0
654,삼성에스디에스,6.0,6.0,6.0,6.0,6.0,18260.0,KOSPI,서비스업,11676300000000.0,0.0,0.0,0.0,0.0
655,서연이화,4.0,5.0,5.0,5.0,5.0,200880.0,KOSPI,운수장비,480836000000.0,1.0,0.0,0.0,0.0
656,씨에스윈드,2.0,2.0,3.0,4.0,4.0,112610.0,KOSPI,기계,2146520000000.0,0.0,1.0,1.0,0.0
657,JW생명과학,4.0,4.0,4.0,5.0,5.0,234080.0,KOSPI,의약품,193657000000.0,0.0,0.0,1.0,0.0
658,LIG넥스원,5.0,6.0,6.0,6.0,6.0,79550.0,KOSPI,기계,3489200000000.0,1.0,0.0,0.0,0.0
659,LS에코에너지,2.0,2.0,1.0,2.0,2.0,229640.0,KOSPI,기타금융,600248000000.0,0.0,-1.0,1.0,0.0
660,SK디앤디,3.0,6.0,5.0,6.0,6.0,210980.0,KOSPI,서비스업,199643000000.0,3.0,-1.0,1.0,0.0
661,경보제약,3.0,5.0,5.0,5.0,5.0,214390.0,KOSPI,의약품,177867000000.0,2.0,0.0,0.0,0.0
662,금호에이치티,2.0,2.0,1.0,2.0,2.0,214330.0,KOSPI,운수장비,128776000000.0,0.0,-1.0,1.0,0.0
663,삼일씨엔에스,3.0,3.0,1.0,1.0,1.0,4440.0,KOSPI,비금속광물,56084226535.0,0.0,-2.0,0.0,0.0
664,동서,3.0,2.0,2.0,2.0,2.0,26960.0,KOSPI,유통업,1847440000000.0,-1.0,0.0,0.0,0.0
665,동일제강,2.0,2.0,1.0,1.0,1.0,2690.0,KOSPI,철강금속,36682750520.0,0.0,-1.0,0.0,0.0
666,두산밥캣,5.0,5.0,5.0,5.0,5.0,241560.0,KOSPI,기계,5363330000000.0,0.0,0.0,0.0,0.0
667,두올,3.0,3.0,2.0,3.0,3.0,16740.0,KOSPI,운수장비,117883000000.0,0.0,-1.0,1.0,0.0
668,삼성바이오로직스,5.0,6.0,6.0,5.0,5.0,207940.0,KOSPI,의약품,57081500000000.0,1.0,0.0,-1.0,0.0
669,샘표식품,4.0,4.0,2.0,3.0,3.0,248170.0,KOSPI,음식료품,126998000000.0,0.0,-2.0,1.0,0.0
670,세진중공업,4.0,2.0,1.0,1.0,1.0,75580.0,KOSPI,운수장비,400789000000.0,-2.0,-1.0,0.0,0.0
671,다이나믹디자인,2.0,2.0,1.0,1.0,1.0,145210.0,KOSPI,기계,120070000000.0,0.0,-1.0,0.0,0.0
672,HDC랩스,2.0,3.0,1.0,1.0,1.0,39570.0,KOSPI,건설업,209997000000.0,1.0,-2.0,0.0,0.0
673,용평리조트,3.0,2.0,1.0,1.0,1.0,70960.0,KOSPI,서비스업,134292000000.0,-1.0,-1.0,0.0,0.0
674,이노션,5.0,5.0,5.0,5.0,5.0,214320.0,KOSPI,서비스업,876000000000.0,0.0,0.0,0.0,0.0
675,일동제약,6.0,5.0,6.0,6.0,6.0,249420.0,KOSPI,의약품,416167000000.0,-1.0,1.0,0.0,0.0
676,잇츠한불,3.0,3.0,2.0,2.0,2.0,226320.0,KOSPI,화학,260520000000.0,0.0,-1.0,0.0,0.0
677,제이에스코퍼레이션,2.0,2.0,1.0,1.0,1.0,194370.0,KOSPI,기타제조업,248976000000.0,0.0,-1.0,0.0,0.0
678,제주항공,4.0,4.0,4.0,6.0,6.0,89590.0,KOSPI,운수창고업,874955000000.0,0.0,0.0,2.0,0.0
679,토니모리,2.0,2.0,1.0,1.0,1.0,214420.0,KOSPI,화학,195084000000.0,0.0,-1.0,0.0,0.0
680,한국자산신탁,3.0,4.0,1.0,2.0,2.0,123890.0,KOSPI,기타금융,380612000000.0,1.0,-3.0,1.0,0.0
681,한국토지신탁,3.0,2.0,2.0,2.0,2.0,34830.0,KOSPI,기타금융,254004000000.0,-1.0,0.0,0.0,0.0
682,한솔제지,5.0,5.0,5.0,5.0,5.0,213500.0,KOSPI,종이목재,243956000000.0,0.0,0.0,0.0,0.0
683,해성디에스,5.0,6.0,5.0,6.0,6.0,195870.0,KOSPI,전기전자,802400000000.0,1.0,-1.0,1.0,0.0
684,해태제과식품,4.0,4.0,3.0,2.0,2.0,101530.0,KOSPI,음식료품,153154000000.0,0.0,-1.0,-1.0,0.0
685,핸즈코퍼레이션,3.0,3.0,3.0,3.0,3.0,143210.0,KOSPI,운수장비,61470849070.0,0.0,0.0,0.0,0.0
686,현대코퍼레이션홀딩스,2.0,5.0,3.0,4.0,4.0,227840.0,KOSPI,유통업,98380037160.0,3.0,-2.0,1.0,0.0
687,화승엔터프라이즈,3.0,4.0,3.0,4.0,4.0,241590.0,KOSPI,기타제조업,553786000000.0,1.0,-1.0,1.0,0.0
688,셀트리온,3.0,4.0,4.0,6.0,6.0,68270.0,KOSPI,의약품,38965500000000.0,1.0,0.0,2.0,0.0
689,카카오,6.0,6.0,5.0,6.0,6.0,35720.0,KOSPI,서비스업,21817000000000.0,0.0,-1.0,1.0,0.0
690,HDC,4.0,4.0,3.0,5.0,5.0,12630.0,KOSPI,기타금융,523935000000.0,0.0,-1.0,2.0,0.0
691,BGF리테일,4.0,6.0,6.0,6.0,6.0,282330.0,KOSPI,유통업,2231350000000.0,2.0,0.0,0.0,0.0
692,F&F홀딩스,2.0,5.0,4.0,6.0,6.0,7700.0,KOSPI,기타금융,574590000000.0,3.0,-1.0,2.0,0.0
693,HD한국조선해양,2.0,4.0,5.0,6.0,6.0,9540.0,KOSPI,기타금융,8443230000000.0,2.0,1.0,1.0,0.0
694,HD현대,5.0,6.0,5.0,6.0,6.0,267250.0,KOSPI,기타금융,4929170000000.0,1.0,-1.0,1.0,0.0
695,HD현대건설기계,5.0,6.0,5.0,6.0,6.0,267270.0,KOSPI,기계,1020500000000.0,1.0,-1.0,1.0,0.0
696,HD현대일렉트릭,6.0,6.0,5.0,6.0,6.0,267260.0,KOSPI,전기전자,8200720000000.0,0.0,-1.0,1.0,0.0
697,LX세미콘,4.0,4.0,6.0,5.0,5.0,108320.0,KOSPI,전기전자,1244220000000.0,0.0,2.0,-1.0,0.0
698,LX인터내셔널,6.0,6.0,5.0,6.0,6.0,1120.0,KOSPI,유통업,1025200000000.0,0.0,-1.0,1.0,0.0
699,OCI홀딩스,6.0,6.0,5.0,5.0,5.0,10060.0,KOSPI,화학,1825340000000.0,0.0,-1.0,0.0,0.0
700,SK케미칼,5.0,6.0,6.0,6.0,6.0,285130.0,KOSPI,화학,1009350000000.0,1.0,0.0,0.0,0.0
701,경동도시가스,5.0,5.0,4.0,4.0,4.0,267290.0,KOSPI,전기가스업,114017000000.0,0.0,-1.0,0.0,0.0
702,넷마블,4.0,4.0,4.0,5.0,5.0,251270.0,KOSPI,서비스업,5036880000000.0,0.0,0.0,1.0,0.0
703,대덕,5.0,5.0,5.0,5.0,5.0,8060.0,KOSPI,기타금융,207747000000.0,0.0,0.0,0.0,0.0
704,더블유게임즈,4.0,4.0,2.0,2.0,2.0,192080.0,KOSPI,서비스업,900678000000.0,0.0,-2.0,0.0,0.0
705,덴티움,2.0,3.0,2.0,1.0,1.0,145720.0,KOSPI,의료정밀,1516430000000.0,1.0,-1.0,-1.0,0.0
706,동국홀딩스,4.0,3.0,3.0,5.0,5.0,1230.0,KOSPI,철강금속,263944000000.0,-1.0,0.0,2.0,0.0
707,동아타이어,3.0,2.0,1.0,1.0,1.0,282690.0,KOSPI,화학,163972000000.0,-1.0,-1.0,0.0,0.0
708,동양피스톤,3.0,2.0,3.0,3.0,3.0,92780.0,KOSPI,운수장비,60377389100.0,-1.0,1.0,0.0,0.0
709,롯데웰푸드,6.0,5.0,5.0,5.0,5.0,280360.0,KOSPI,음식료품,1246310000000.0,-1.0,0.0,0.0,0.0
710,롯데이노베이트,5.0,5.0,5.0,6.0,6.0,286940.0,KOSPI,서비스업,501151000000.0,0.0,0.0,1.0,0.0
711,미원에스씨,2.0,2.0,2.0,4.0,4.0,268280.0,KOSPI,화학,693500000000.0,0.0,0.0,2.0,0.0
712,비케이탑스,3.0,2.0,1.0,1.0,1.0,30790.0,KOSPI,서비스업,19208323080.0,-1.0,-1.0,0.0,0.0
713,삼양패키징,4.0,4.0,4.0,4.0,4.0,272550.0,KOSPI,화학,273776000000.0,0.0,0.0,0.0,0.0
714,성안머티리얼스,2.0,2.0,1.0,1.0,1.0,11300.0,KOSPI,섬유의복,90870699080.0,0.0,-1.0,0.0,0.0
715,세아제강지주,3.0,4.0,4.0,5.0,5.0,3030.0,KOSPI,기타금융,882173000000.0,1.0,0.0,1.0,0.0
716,CR홀딩스,3.0,3.0,2.0,1.0,1.0,480.0,KOSPI,비금속광물,268683000000.0,0.0,-1.0,-1.0,0.0
717,아시아나IDT,3.0,2.0,2.0,2.0,2.0,267850.0,KOSPI,서비스업,174381000000.0,-1.0,0.0,0.0,0.0
718,애경산업,4.0,6.0,6.0,6.0,6.0,18250.0,KOSPI,화학,530840000000.0,2.0,0.0,0.0,0.0
719,에어부산,4.0,3.0,2.0,3.0,3.0,298690.0,KOSPI,운수창고업,310262000000.0,-1.0,-1.0,1.0,0.0
720,오리온,4.0,5.0,5.0,5.0,5.0,271560.0,KOSPI,음식료품,3657090000000.0,1.0,0.0,0.0,0.0
721,우진아이엔에스,2.0,2.0,1.0,1.0,1.0,10400.0,KOSPI,건설업,33308140000.0,0.0,-1.0,0.0,0.0
722,제일약품,3.0,3.0,1.0,4.0,4.0,271980.0,KOSPI,의약품,244983000000.0,0.0,-2.0,3.0,0.0
723,진에어,4.0,5.0,4.0,5.0,5.0,272450.0,KOSPI,운수창고업,716706000000.0,1.0,-1.0,1.0,0.0
724,케이씨텍,3.0,3.0,2.0,3.0,3.0,281820.0,KOSPI,의료정밀,740585000000.0,0.0,-1.0,1.0,0.0
725,콘텐트리중앙,3.0,3.0,2.0,1.0,1.0,36420.0,KOSPI,서비스업,278148000000.0,0.0,-1.0,-1.0,0.0
726,콜마홀딩스,3.0,4.0,4.0,6.0,6.0,24720.0,KOSPI,기타금융,305922000000.0,1.0,0.0,2.0,0.0
727,쿠쿠홈시스,2.0,2.0,1.0,2.0,2.0,284740.0,KOSPI,서비스업,502596000000.0,0.0,-1.0,1.0,0.0
728,크라운제과,4.0,4.0,3.0,3.0,3.0,264900.0,KOSPI,음식료품,101944000000.0,0.0,-1.0,0.0,0.0
729,테이팩스,4.0,4.0,5.0,5.0,5.0,55490.0,KOSPI,화학,100296000000.0,0.0,1.0,0.0,0.0
730,티웨이항공,3.0,4.0,2.0,2.0,2.0,91810.0,KOSPI,운수창고업,575062000000.0,1.0,-2.0,0.0,0.0
731,포스코퓨처엠,6.0,6.0,5.0,6.0,6.0,3670.0,KOSPI,전기전자,21457300000000.0,0.0,-1.0,1.0,0.0
732,하나제약,3.0,3.0,2.0,2.0,2.0,293480.0,KOSPI,의약품,234603000000.0,0.0,-1.0,0.0,0.0
733,한일홀딩스,4.0,4.0,5.0,6.0,6.0,3300.0,KOSPI,비금속광물,384794000000.0,0.0,1.0,1.0,0.0
734,현대지에프홀딩스,5.0,6.0,5.0,6.0,6.0,5440.0,KOSPI,기타금융,730412000000.0,1.0,-1.0,1.0,0.0
735,호전실업,2.0,2.0,1.0,1.0,1.0,111110.0,KOSPI,섬유의복,72247381440.0,0.0,-1.0,0.0,0.0
736,화승코퍼레이션,3.0,3.0,2.0,3.0,3.0,13520.0,KOSPI,운수장비,87539639748.0,0.0,-1.0,1.0,0.0
737,효성중공업,6.0,6.0,6.0,6.0,6.0,298040.0,KOSPI,전기전자,2582900000000.0,0.0,0.0,0.0,0.0
738,효성첨단소재,6.0,6.0,6.0,6.0,6.0,298050.0,KOSPI,화학,1520940000000.0,0.0,0.0,0.0,0.0
739,효성티앤씨,6.0,6.0,6.0,6.0,6.0,298020.0,KOSPI,화학,1529840000000.0,0.0,0.0,0.0,0.0
740,효성화학,6.0,6.0,6.0,6.0,6.0,298000.0,KOSPI,화학,221063000000.0,0.0,0.0,0.0,0.0
