,종목명,2011환경,2012환경,2013환경,2014환경,2015환경,2016환경,2017환경,2018환경,종목코드,시장구분,업종명,시가총액,2012-2011환경차이,2013-2012환경차이,2014-2013환경차이,2015-2014환경차이,2016-2015환경차이,2017-2016환경차이,2018-2017환경차이
279,동원수산,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,30720.0,KOSPI,"농업, 임업 및 어업",27690139750.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
280,동원시스템즈,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14820.0,KOSPI,화학,1174150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,DI동일,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1530.0,KOSPI,유통업,675780000000.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
282,동일산업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4890.0,KOSPI,철강금속,105012000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
283,동화약품,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,20.0,KOSPI,의약품,243004000000.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0
284,두산,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,150.0,KOSPI,기타금융,2204280000000.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
285,HD현대인프라코어,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,42670.0,KOSPI,기계,1536950000000.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0
286,두산에너빌리티,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,34020.0,KOSPI,기계,10076000000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0
287,디씨엠,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,24090.0,KOSPI,철강금속,124260000000.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
288,디아이,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3160.0,KOSPI,의료정밀,538549000000.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
289,디아이씨,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,92200.0,KOSPI,운수장비,240331000000.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
290,디와이,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,13570.0,KOSPI,기타금융,150285000000.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
291,DN오토모티브,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,7340.0,KOSPI,전기전자,790526000000.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
292,스틱인베스트먼트,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,26890.0,KOSPI,기타금융,360099000000.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0
293,롯데손해보험,3.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,400.0,KOSPI,보험,1013250000000.0,2.0,-1.0,0.0,0.0,2.0,-1.0,0.0
294,롯데쇼핑,4.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,23530.0,KOSPI,유통업,1892520000000.0,1.0,-1.0,1.0,-3.0,0.0,1.0,1.0
295,롯데정밀화학,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4000.0,KOSPI,화학,1111980000000.0,0.0,-1.0,1.0,-1.0,0.0,2.0,-1.0
296,롯데지주,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4990.0,KOSPI,기타금융,2774850000000.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0
297,롯데칠성,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,5300.0,KOSPI,음식료품,1183060000000.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
298,롯데케미칼,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,11170.0,KOSPI,화학,4290370000000.0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0
299,마니커,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,27740.0,KOSPI,음식료품,69227238520.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0
300,만호제강,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1080.0,KOSPI,철강금속,195673000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,명문제약,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17180.0,KOSPI,의약품,69434813430.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
302,모나리자,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12690.0,KOSPI,종이목재,114834000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,모나미,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,5360.0,KOSPI,유통업,51117215435.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0
304,모토닉,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9680.0,KOSPI,운수장비,274560000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,무림P&P,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,9580.0,KOSPI,종이목재,190535000000.0,0.0,0.0,-1.0,0.0,1.0,-2.0,2.0
306,무림페이퍼,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,9200.0,KOSPI,종이목재,89251969950.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
307,문배철강,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,8420.0,KOSPI,철강금속,56999743900.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
308,미래산업,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,25560.0,KOSPI,의료정밀,66641196300.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0
309,미래아이앤지,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,7120.0,KOSPI,서비스업,31257497664.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
310,미원상사,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2840.0,KOSPI,화학,907725000000.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0
311,미원홀딩스,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,107590.0,KOSPI,기타금융,179336000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,미창석유,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3650.0,KOSPI,화학,136738000000.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0
313,방림,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3610.0,KOSPI,섬유의복,88224877650.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
314,백광산업,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1340.0,KOSPI,화학,360246000000.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0
315,태경비케이,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14580.0,KOSPI,비금속광물,145639000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,백산,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,35150.0,KOSPI,화학,297198000000.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0
317,보락,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2760.0,KOSPI,화학,67567200000.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
318,보령,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3850.0,KOSPI,의약품,763833000000.0,0.0,-1.0,0.0,0.0,0.0,2.0,-2.0
319,보해양조,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,890.0,KOSPI,음식료품,67890622952.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0
320,부광약품,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3000.0,KOSPI,의약품,437748000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
321,부국증권,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1270.0,KOSPI,증권,249914000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
322,부국철강,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,26940.0,KOSPI,철강금속,60300000000.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
323,부산산업,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,11390.0,KOSPI,비금속광물,55756800000.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
324,부산주공,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,5030.0,KOSPI,운수장비,38288532168.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0
325,비상교육,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,100220.0,KOSPI,서비스업,62384356800.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
326,빙그레,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5180.0,KOSPI,음식료품,682691000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327,사조동아원,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,8040.0,KOSPI,음식료품,136487000000.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0
328,사조산업,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,7160.0,KOSPI,"농업, 임업 및 어업",179500000000.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0
329,사조오양,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,6090.0,KOSPI,음식료품,84804651000.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
330,SGC에너지,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,5090.0,KOSPI,전기가스업,330694000000.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0
331,삼성SDI,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,6400.0,KOSPI,전기전자,28984200000000.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0
332,삼성공조,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,6660.0,KOSPI,운수장비,73543141700.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
333,삼성물산,4.0,4.0,4.0,3.0,1.0,6.0,5.0,5.0,28260.0,KOSPI,유통업,27356200000000.0,0.0,0.0,-1.0,-2.0,5.0,-1.0,0.0
334,삼성E&A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,28050.0,KOSPI,서비스업,5154800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
335,삼성전기,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,9150.0,KOSPI,전기전자,10823100000000.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0
336,삼성전자,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5930.0,KOSPI,전기전자,454300000000000.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0
337,삼성제약,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1360.0,KOSPI,의약품,153955000000.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0
338,삼성중공업,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,10140.0,KOSPI,운수장비,8342400000000.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
339,삼성증권,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,16360.0,KOSPI,증권,3344290000000.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
340,삼성출판사,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,68290.0,KOSPI,서비스업,179100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,삼성카드,4.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,29780.0,KOSPI,기타금융,4373670000000.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0
342,삼성화재,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,810.0,KOSPI,보험,14236100000000.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
343,삼아알미늄,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6110.0,KOSPI,철강금속,1119580000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,삼양식품,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3230.0,KOSPI,음식료품,2207170000000.0,-1.0,0.0,0.0,0.0,-1.0,2.0,-2.0
345,삼양통상,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2170.0,KOSPI,기타제조업,148800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
346,삼양홀딩스,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,70.0,KOSPI,기타금융,586653000000.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
347,삼영무역,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2810.0,KOSPI,유통업,235269000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
348,삼영전자,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5680.0,KOSPI,전기전자,190400000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
349,삼영,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3720.0,KOSPI,화학,129880000000.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
350,삼익THK,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4380.0,KOSPI,기계,278250000000.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0
351,삼익악기,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2450.0,KOSPI,기타제조업,116513000000.0,0.0,-1.0,0.0,0.0,-1.0,2.0,-1.0
352,삼일제약,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,520.0,KOSPI,의약품,183800000000.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0
353,삼정펄프,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,9770.0,KOSPI,종이목재,62499275000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
354,삼진제약,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5500.0,KOSPI,의약품,273830000000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
355,삼천리,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4690.0,KOSPI,전기가스업,369818000000.0,0.0,0.0,0.0,-2.0,2.0,-1.0,1.0
356,삼호개발,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,10960.0,KOSPI,건설업,81750000000.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0
357,삼화왕관,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4450.0,KOSPI,기계,70448193300.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
358,삼화전기,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,9470.0,KOSPI,전기전자,251325000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
359,삼화전자,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11230.0,KOSPI,전기전자,67526286500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,삼화콘덴서,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1820.0,KOSPI,전기전자,466736000000.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0
361,삼화페인트,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,390.0,KOSPI,화학,202666000000.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0
362,상신브레이크,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,41650.0,KOSPI,운수장비,82020939000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,새론오토모티브,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,75180.0,KOSPI,운수장비,72960000000.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0
364,샘표,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,7540.0,KOSPI,기타금융,142496000000.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
365,서연,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,7860.0,KOSPI,기타금융,214136000000.0,1.0,0.0,0.0,-1.0,0.0,-1.0,2.0
366,서울가스,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,17390.0,KOSPI,전기가스업,284000000000.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0
367,서울식품,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4410.0,KOSPI,음식료품,64457956148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,서원,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21050.0,KOSPI,철강금속,64375544040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,서흥,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,8490.0,KOSPI,화학,249314000000.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
370,선도전기,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,7610.0,KOSPI,전기전자,54000000000.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
371,SUN&L,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2820.0,KOSPI,종이목재,32591651565.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0
372,성문전자,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,14910.0,KOSPI,전기전자,32029364610.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
373,성보화학,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3080.0,KOSPI,화학,58258200000.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
374,성신양회,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4980.0,KOSPI,비금속광물,206670000000.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,1.0
375,성창기업지주,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,180.0,KOSPI,서비스업,132737000000.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0
376,세기상사,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2420.0,KOSPI,유통업,43581368320.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
377,세방,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4360.0,KOSPI,운수창고업,224946000000.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0
378,세방전지,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4490.0,KOSPI,전기전자,1303400000000.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0
379,세아베스틸지주,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1430.0,KOSPI,철강금속,747725000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
380,세아제강,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,306200.0,KOSPI,철강금속,384886000000.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0
381,세아홀딩스,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,58650.0,KOSPI,철강금속,429200000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
382,세우글로벌,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,13000.0,KOSPI,유통업,40387978617.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
383,세원이앤씨,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,91090.0,KOSPI,기계,54838923850.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
384,세원정공,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,21820.0,KOSPI,운수장비,78200000000.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0
385,세이브존I&C,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,67830.0,KOSPI,유통업,96446103250.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0
386,에스제이지세종,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,33530.0,KOSPI,운수장비,158858000000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
387,송원산업,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4430.0,KOSPI,화학,324000000000.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-2.0
388,수산중공업,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,17550.0,KOSPI,기계,124611000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
389,신대양제지,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,16590.0,KOSPI,종이목재,229698000000.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0
390,신도리코,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,29530.0,KOSPI,전기전자,373969000000.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0
391,신라교역,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4970.0,KOSPI,"농업, 임업 및 어업",135680000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
392,신성이엔지,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,11930.0,KOSPI,전기전자,428164000000.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0
393,신성통상,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5390.0,KOSPI,유통업,255657000000.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
394,신세계,5.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4170.0,KOSPI,유통업,1618550000000.0,-1.0,0.0,0.0,-2.0,0.0,1.0,0.0
395,신세계I&C,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,35510.0,KOSPI,서비스업,193500000000.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
396,신세계건설,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,34300.0,KOSPI,건설업,80709761600.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0
397,신영와코루,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5800.0,KOSPI,섬유의복,82620000000.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0
398,신영증권,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,1720.0,KOSPI,증권,625509000000.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0
399,신원,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,9270.0,KOSPI,섬유의복,131311000000.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-1.0
400,신일전자,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2700.0,KOSPI,유통업,132362000000.0,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0
401,신풍제약,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,19170.0,KOSPI,의약품,722715000000.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
402,신풍,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2870.0,KOSPI,유통업,29470184100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,신한지주,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,55550.0,KOSPI,기타금융,22566100000000.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
404,SHD,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1770.0,KOSPI,철강금속,21928547900.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
405,신흥,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4080.0,KOSPI,유통업,142120000000.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
406,쌍방울,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,102280.0,KOSPI,섬유의복,70637282701.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
407,쌍용C&E,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3410.0,KOSPI,비금속광물,3495870000000.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0
408,써니전자,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4770.0,KOSPI,전기전자,72304681480.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0
409,씨아이테크,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4920.0,KOSPI,기타제조업,59628359463.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0
410,아남전자,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,8700.0,KOSPI,전기전자,141987000000.0,-1.0,1.0,-1.0,0.0,1.0,0.0,-1.0
411,아모레퍼시픽,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,90430.0,KOSPI,화학,8288420000000.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0
412,아모레G,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2790.0,KOSPI,화학,2506730000000.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0
413,메타랩스,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,90370.0,KOSPI,섬유의복,44828440200.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0
414,아세아,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2030.0,KOSPI,서비스업,490830000000.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0
415,아세아제지,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2310.0,KOSPI,종이목재,385577000000.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
416,아시아나항공,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,20560.0,KOSPI,운수창고업,798438000000.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0
417,아이에스동서,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,10780.0,KOSPI,비금속광물,781843000000.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0
418,IHQ,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3560.0,KOSPI,서비스업,58906362440.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0
