,종목명,2011환경,2012환경,2013환경,2014환경,2015환경,2016환경,2017환경,2018환경,종목코드,시장구분,업종명,시가총액,2012-2011환경차이,2013-2012환경차이,2014-2013환경차이,2015-2014환경차이,2016-2015환경차이,2017-2016환경차이,2018-2017환경차이
419,알루코,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1780.0,KOSPI,철강금속,314699000000.0,-1.0,-1.0,1.0,-1.0,0.0,2.0,-1.0
420,에넥스,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,11090.0,KOSPI,기타제조업,28915970962.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0
421,에스엘,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5850.0,KOSPI,운수장비,1439900000000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
422,에스원,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,12750.0,KOSPI,서비스업,2317950000000.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
423,SJM홀딩스,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,25530.0,KOSPI,유통업,54882479400.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
424,에쓰씨엔지니어링,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,23960.0,KOSPI,건설업,49423494464.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
425,에이엔피,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15260.0,KOSPI,전기전자,52019778782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,에이프로젠,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,7460.0,KOSPI,기계,384544000000.0,0.0,0.0,-1.0,2.0,-1.0,0.0,0.0
427,에이프로젠바이오로직스,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3060.0,KOSPI,의약품,101062000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
428,엔씨소프트,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,36570.0,KOSPI,서비스업,3740970000000.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0
429,엔케이,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,85310.0,KOSPI,기계,70705283168.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0
430,플레이그램,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,9810.0,KOSPI,유통업,73895359021.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0
431,NPC,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4250.0,KOSPI,화학,188006000000.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0
432,영보화학,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14440.0,KOSPI,화학,68800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,영원무역,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,111770.0,KOSPI,유통업,1699340000000.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
434,영원무역홀딩스,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,9970.0,KOSPI,기타금융,1206750000000.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0
435,영진약품,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3520.0,KOSPI,의약품,375845000000.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
436,영풍,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,670.0,KOSPI,철강금속,723922000000.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
437,영풍제지,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6740.0,KOSPI,종이목재,86038455948.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0
438,영화금속,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,12280.0,KOSPI,운수장비,45361435390.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
439,예스코홀딩스,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,15360.0,KOSPI,서비스업,233400000000.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0
440,오뚜기,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,7310.0,KOSPI,음식료품,1649220000000.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
441,오리엔트바이오,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2630.0,KOSPI,의약품,62848992650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,오리온홀딩스,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1800.0,KOSPI,기타금융,888939000000.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
443,웰바이오텍,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,10600.0,KOSPI,유통업,49553256815.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
444,우리금융지주,5.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,316140.0,KOSPI,기타금융,10507700000000.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0
445,팜젠사이언스,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4720.0,KOSPI,의약품,94164759500.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
446,에스메디,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,118000.0,KOSPI,유통업,74672560849.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
447,우성,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,6980.0,KOSPI,음식료품,60193200000.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0
448,우신시스템,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,17370.0,KOSPI,기계,163911000000.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
449,우진플라임,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,49800.0,KOSPI,기계,54200000000.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0
450,웅진씽크빅,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,95720.0,KOSPI,서비스업,250648000000.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0
451,원림,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,5820.0,KOSPI,섬유의복,42857140500.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
452,윌비스,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,8600.0,KOSPI,유통업,32609478915.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
453,유나이티드제약,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,33270.0,KOSPI,의약품,372411000000.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0
454,유니드,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,14830.0,KOSPI,화학,550883000000.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0
455,유니온,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,910.0,KOSPI,비금속광물,85707788310.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
456,유니온머티리얼,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,47400.0,KOSPI,비금속광물,120750000000.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0
457,유니퀘스트,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,77500.0,KOSPI,유통업,145584000000.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0
458,유성기업,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2920.0,KOSPI,운수장비,69669037500.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0
459,유수홀딩스,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,700.0,KOSPI,서비스업,141928000000.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
460,유안타증권,3.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,3470.0,KOSPI,증권,539909000000.0,0.0,1.0,-2.0,1.0,2.0,0.0,-1.0
461,와이투솔루션,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11690.0,KOSPI,전기전자,127828000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
462,유엔젤,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,72130.0,KOSPI,서비스업,44600634520.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0
463,유유제약,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,220.0,KOSPI,의약품,80052049700.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
464,유진투자증권,2.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,1200.0,KOSPI,증권,398605000000.0,2.0,0.0,-1.0,1.0,1.0,0.0,-1.0
465,유한양행,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,100.0,KOSPI,의약품,5742970000000.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0
466,유화증권,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3460.0,KOSPI,증권,125312000000.0,-1.0,0.0,-1.0,2.0,0.0,0.0,0.0
467,율촌화학,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,8730.0,KOSPI,화학,820880000000.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
468,이건산업,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,8250.0,KOSPI,종이목재,59253755350.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
469,이구산업,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,25820.0,KOSPI,철강금속,221720000000.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0
470,이수페타시스,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7660.0,KOSPI,전기전자,2270550000000.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
471,이수화학,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5950.0,KOSPI,화학,266311000000.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0
472,이스타코,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,15020.0,KOSPI,서비스업,32995732000.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
473,이아이디,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,93230.0,KOSPI,유통업,354103000000.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0
474,이월드,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,84680.0,KOSPI,기타제조업,279075000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,이화산업,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,760.0,KOSPI,유통업,40012000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,인디에프,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,14990.0,KOSPI,섬유의복,51076836600.0,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0
477,인지컨트롤스,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,23800.0,KOSPI,운수장비,118253000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
478,인천도시가스,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,34590.0,KOSPI,전기가스업,110900000000.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0
479,인팩,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,23810.0,KOSPI,운수장비,83800000000.0,1.0,-1.0,0.0,1.0,-1.0,1.0,0.0
480,일동홀딩스,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,230.0,KOSPI,의약품,99593652000.0,0.0,0.0,-1.0,2.0,-1.0,0.0,0.0
481,일성건설,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,13360.0,KOSPI,건설업,78282051120.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0
482,일신방직,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3200.0,KOSPI,섬유의복,200441000000.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0
483,일신석재,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,7110.0,KOSPI,유통업,82491289650.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
484,일양약품,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7570.0,KOSPI,의약품,264527000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,일정실업,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,8500.0,KOSPI,섬유의복,18840000000.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
486,일진다이아,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,81000.0,KOSPI,화학,181656000000.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
487,일진디스플,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,20760.0,KOSPI,전기전자,55171216611.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0
488,일진전기,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,103590.0,KOSPI,전기전자,911268000000.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0
489,일진홀딩스,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,15860.0,KOSPI,기타금융,202078000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
490,자화전자,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,33240.0,KOSPI,전기전자,533956000000.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0
491,전방,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,950.0,KOSPI,섬유의복,33684000000.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0
492,제일기획,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,30000.0,KOSPI,서비스업,2160470000000.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0
493,제일연마,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,1560.0,KOSPI,비금속광물,85100000000.0,0.0,1.0,0.0,-1.0,0.0,2.0,-1.0
494,제일파마홀딩스,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2620.0,KOSPI,서비스업,163887000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
495,조광페인트,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4910.0,KOSPI,화학,79232000000.0,1.0,-1.0,0.0,-1.0,2.0,0.0,-1.0
496,조광피혁,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4700.0,KOSPI,기타제조업,335117000000.0,2.0,-1.0,0.0,0.0,0.0,1.0,-1.0
497,조비,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1550.0,KOSPI,화학,66201047250.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0
498,조선내화,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,462520.0,KOSPI,비금속광물,191935000000.0,1.0,0.0,0.0,-1.0,1.0,0.0,-2.0
499,조일알미늄,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,18470.0,KOSPI,철강금속,298218000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
500,조흥,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2600.0,KOSPI,음식료품,104520000000.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
501,종근당바이오,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,63160.0,KOSPI,의약품,128646000000.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0
502,종근당홀딩스,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1630.0,KOSPI,의약품,309609000000.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0
503,주연테크,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,44380.0,KOSPI,전기전자,27350050728.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
504,HS애드,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,35000.0,KOSPI,서비스업,103215000000.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
505,진도,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,88790.0,KOSPI,유통업,29252198400.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
506,진양산업,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3780.0,KOSPI,화학,85540000000.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
507,진양폴리,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,10640.0,KOSPI,화학,62700000000.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0
508,진양홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100250.0,KOSPI,화학,179703000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,진양화학,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,51630.0,KOSPI,화학,56248000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
510,진원생명과학,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,11000.0,KOSPI,의약품,194895000000.0,-1.0,0.0,0.0,0.0,-1.0,2.0,-1.0
511,참엔지니어링,3.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,9310.0,KOSPI,기계,37171929522.0,-1.0,1.0,0.0,-1.0,-1.0,2.0,1.0
512,천일고속,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,650.0,KOSPI,운수창고업,67459184000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
513,청호ICT,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,12600.0,KOSPI,기계,116120000000.0,0.0,-1.0,0.0,1.0,-1.0,1.0,-2.0
514,체시스,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,33250.0,KOSPI,운수장비,39520000000.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
515,카프로,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,6380.0,KOSPI,화학,29280000000.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
516,케이씨,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,29460.0,KOSPI,의료정밀,284635000000.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
517,KCC,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2380.0,KOSPI,화학,2146080000000.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0
518,KCTC,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,9070.0,KOSPI,운수창고업,113100000000.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0
519,KT,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,30200.0,KOSPI,통신업,8820760000000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
520,KT&G,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,33780.0,KOSPI,기타제조업,11846300000000.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
521,코리아써키트,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,7810.0,KOSPI,전기전자,365413000000.0,-1.0,0.0,1.0,0.0,-1.0,1.0,-1.0
522,코리안리,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,3690.0,KOSPI,보험,1319630000000.0,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0
523,코스맥스비티아이,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,44820.0,KOSPI,기타금융,91333288710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,코스모신소재,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5070.0,KOSPI,화학,4931880000000.0,0.0,-1.0,1.0,-1.0,0.0,0.0,2.0
525,코스모화학,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5420.0,KOSPI,화학,1219460000000.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
526,코아스,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,71950.0,KOSPI,기타제조업,14062780550.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0
527,코오롱,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2020.0,KOSPI,기타금융,202780000000.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
528,코오롱글로벌,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3070.0,KOSPI,건설업,161496000000.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0
529,코웨이,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21240.0,KOSPI,서비스업,4125400000000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
530,콤텍시스템,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,31820.0,KOSPI,서비스업,82557099812.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0
531,크라운해태홀딩스,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5740.0,KOSPI,기타금융,88341714650.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0
532,키움증권,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,39490.0,KOSPI,증권,3435700000000.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
533,아센디오,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,12170.0,KOSPI,서비스업,112373000000.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-1.0
534,태경산업,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,15890.0,KOSPI,화학,172157000000.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0
535,태경케미컬,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6890.0,KOSPI,화학,157180000000.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
536,태광산업,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3240.0,KOSPI,화학,702555000000.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
537,태림포장,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11280.0,KOSPI,종이목재,199673000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,태양금속,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4100.0,KOSPI,운수장비,72188900000.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0
539,태영건설,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,9410.0,KOSPI,건설업,89856916380.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
540,태원물산,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1420.0,KOSPI,운수장비,31464000000.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
541,TP,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,7980.0,KOSPI,섬유의복,85001890930.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
542,텔코웨어,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,78000.0,KOSPI,서비스업,99452736500.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
543,TBH글로벌,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,84870.0,KOSPI,섬유의복,36979140087.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
544,티에이치엔,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,19180.0,KOSPI,전기전자,63900000000.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0
545,파미셀,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5690.0,KOSPI,의약품,340296000000.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0
546,팜스코,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,36580.0,KOSPI,음식료품,106327000000.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0
547,퍼스텍,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10820.0,KOSPI,기계,163630000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,퍼시스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16800.0,KOSPI,기타제조업,407100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,페이퍼코리아,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1020.0,KOSPI,종이목재,150574000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,평화산업,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,90080.0,KOSPI,운수장비,61490530080.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0
551,평화홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,10770.0,KOSPI,운수장비,43876398000.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
552,POSCO홀딩스,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5490.0,KOSPI,철강금속,33405600000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0
553,포스코스틸리온,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,58430.0,KOSPI,철강금속,279300000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
554,포스코인터내셔널,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,47050.0,KOSPI,유통업,7890140000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
555,풀무원,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,17810.0,KOSPI,음식료품,470026000000.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0
556,풍산,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,103140.0,KOSPI,철강금속,1670250000000.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0
557,풍산홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5810.0,KOSPI,기타금융,418822000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
558,KH필룩스,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,33180.0,KOSPI,전기전자,120579000000.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
559,하나금융지주,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,86790.0,KOSPI,기타금융,16664300000000.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
