종목명,2011 Market Cap,2012 Market Cap,2013 Market Cap,2014 Market Cap,2015 Market Cap,2016 Market Cap,2017 Market Cap,2018 Market Cap,2019 Market Cap,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap
동양생명,1.57056E+12,1.13489E+12,1.22095E+12,1.1564E+12,1.25322E+12,1.36617E+12,1.22633E+12,7.6968E+11,6.45434E+11,5.67982E+11,1.06497E+12,7.84203E+11,7.30954E+11
동양철관,2.09707E+11,1.46879E+11,1.05907E+11,87560710800,1.10367E+11,1.08264E+11,72144948553,1.80706E+11,1.23641E+11,1.33152E+11,1.52768E+11,1.12109E+11,97842593670
동원F&B,2.76313E+11,2.85575E+11,5.09404E+11,1.12493E+12,1.51664E+12,7.64107E+11,9.03035E+11,1.1095E+12,8.72162E+11,6.90783E+11,7.506E+11,6.05882E+11,6.30967E+11
동원산업,5.66699E+11,9.60194E+11,1.06445E+12,1.04596E+12,8.89566E+11,1.22252E+12,1.13004E+12,6.8273E+11,7.77821E+11,8.18275E+11,8.34825E+11,2.46664E+12,1.54787E+12
동화약품,1.1396E+11,1.68706E+11,1.22619E+11,1.55578E+11,2.27362E+11,2.26804E+11,2.72332E+11,2.54176E+11,2.32111E+11,5.48853E+11,4.07799E+11,2.58645E+11,2.86856E+11
두산,3.7905E+12,2.89331E+12,3.21492E+12,2.52176E+12,2.18866E+12,2.58674E+12,2.5655E+12,2.4363E+12,1.46313E+12,1.09557E+12,2.36187E+12,1.63559E+12,1.82059E+12
HD현대인프라코어,3.00872E+12,2.86719E+12,2.61394E+12,2.01647E+12,9.74003E+11,1.82976E+12,1.8075E+12,1.57992E+12,1.1553E+12,1.71003E+12,1.39784E+12,1.58211E+12,1.62078E+12
두산에너빌리티,6.89041E+12,4.7847E+12,3.758E+12,2.51064E+12,2.18686E+12,2.8875E+12,1.6342E+12,1.13984E+12,1.15628E+12,5.0576E+12,1.06268E+13,9.82994E+12,1.01849E+13
디씨엠,1.17E+11,1.22265E+11,1.2402E+11,1.9071E+11,1.21095E+11,1.48005E+11,1.44495E+11,1.2753E+11,1.42155E+11,1.43325E+11,2.7261E+11,1.5447E+11,1.2654E+11
디아이,40641334425,1.07326E+11,3.18118E+11,2.17328E+11,2.01579E+11,1.48192E+11,1.61579E+11,1.10081E+11,1.09924E+11,1.50397E+11,2.9481E+11,1.34284E+11,1.7829E+11
디아이씨,1.53853E+11,95263000000,94069500000,1.13708E+11,1.81412E+11,2.09622E+11,1.80189E+11,1.47611E+11,80499337830,1.14332E+11,2.16609E+11,1.31054E+11,1.93665E+11
디와이,4.00566E+11,3.35652E+11,3.56235E+11,2.3939E+11,1.84237E+11,1.86606E+11,1.69235E+11,1.43968E+11,1.4818E+11,1.19228E+11,1.7213E+11,1.39494E+11,1.54759E+11
DN오토모티브,2.64556E+11,3.74887E+11,4.50813E+11,4.54372E+11,5.64703E+11,5.90803E+11,3.19308E+11,3.19808E+11,2.93324E+11,2.57346E+11,7.1757E+11,6.40616E+11,7.30562E+11
스틱인베스트먼트,60016572000,1.40455E+11,1.20867E+11,1.50041E+11,1.79216E+11,1.53376E+11,1.60044E+11,2.37982E+11,2.15476E+11,3.71353E+11,6.12669E+11,2.15059E+11,2.8883E+11
롯데손해보험,2.30014E+11,2.09577E+11,1.92084E+11,1.82665E+11,4.02169E+11,3.23615E+11,3.89412E+11,3.54499E+11,6.43948E+11,5.43089E+11,5.02745E+11,4.39126E+11,7.41704E+11
롯데쇼핑,9.86023E+12,1.09494E+13,1.27223E+13,8.59701E+12,7.32163E+12,6.97523E+12,5.59629E+12,5.96893E+12,3.83313E+12,2.8996E+12,2.46678E+12,2.57428E+12,2.12166E+12
롯데정밀화학,1.5738E+12,1.5738E+12,1.14939E+12,8.4366E+11,9.1848E+11,7.9077E+11,1.67442E+12,1.05909E+12,1.16487E+12,1.42416E+12,1.935E+12,1.46286E+12,1.4964E+12
롯데칠성,1.85714E+12,1.91306E+12,1.94181E+12,1.92053E+12,2.85635E+12,1.89152E+12,1.10629E+12,1.16917E+12,1.17506E+12,1.02024E+12,1.29293E+12,1.69092E+12,1.41347E+12
롯데케미칼,9.49428E+12,7.82163E+12,7.9519E+12,5.48407E+12,8.34606E+12,1.26476E+13,1.26134E+13,9.49429E+12,7.67769E+12,9.46002E+12,7.43777E+12,6.11816E+12,6.55319E+12
마니커,49351123500,43920652700,47880711550,43200642000,83881246550,1.04353E+11,75521383619,1.21865E+11,1.28521E+11,1.35557E+11,73673024480,75895917460,73673024480
만호제강,59967500000,62042500000,61212500000,73662500000,74492500000,80095000000,75530000000,72210000000,65155000000,72625000000,95657500000,1.22425E+11,1.95673E+11
명문제약,69572760840,51255000000,35870000000,42987050000,52519000000,1.24691E+11,1.43519E+11,1.27363E+11,1.19633E+11,2.46842E+11,1.606E+11,97446412980,77583642390
모나리자,1.0368E+11,1.27268E+11,74971072750,96730969475,1.51405E+11,2.50147E+11,1.81028E+11,1.27999E+11,1.32754E+11,1.84319E+11,1.42079E+11,1.04228E+11,95999544375
모나미,51662400000,39056774400,27447181325,41136028720,84470962290,80313554750,53857324950,49510944340,69353116690,1.03746E+11,87400044875,59998949725,57920245955
무림P&P,3.24939E+11,2.37311E+11,3.55499E+11,2.54151E+11,3.10906E+11,2.52592E+11,2.8284E+11,3.77952E+11,2.63506E+11,2.25773E+11,2.70367E+11,2.71302E+11,1.97708E+11
무림페이퍼,1.1401E+11,1.01527E+11,1.30653E+11,86963457900,1.267E+11,1.10265E+11,1.01735E+11,1.17338E+11,1.03399E+11,1.12553E+11,1.04023E+11,1.01943E+11,95285319900
미래산업,92506757850,96350219840,84306442360,67205870339,2.33974E+11,1.73468E+11,1.38149E+11,1.12998E+11,1.12148E+11,51267678720,62550698350,48304275950,77443764650
미래아이앤지,13969598225,1.00212E+11,50112964920,57579908360,1.51499E+11,81662892035,56040739579,42470800790,42082348100,51016754312,60857549560,39037018720,39176435520
미원상사,81383240400,1.23997E+11,1.64399E+11,1.41714E+11,1.61122E+11,1.84571E+11,1.78411E+11,1.9916E+11,2.90016E+11,6.03855E+11,1.0114E+12,8.051E+11,8.094E+11
미원홀딩스,89504100000,1.94131E+11,2.5829E+11,2.18071E+11,2.23551E+11,3.16736E+11,1.13091E+11,80562791700,95835911400,1.79336E+11,3.5148E+11,2.552E+11,1.82816E+11
미창석유,81590616800,94638156800,1.25952E+11,1.1708E+11,1.36564E+11,1.64573E+11,1.49264E+11,1.33085E+11,1.3813E+11,1.11861E+11,1.37434E+11,1.26822E+11,1.24734E+11
태경비케이,54200791500,52959552000,60131158000,68130257000,67716510500,79715159000,76405187000,71716060000,1.19849E+11,1.11436E+11,1.40122E+11,1.43432E+11,1.83428E+11
백산,66066000000,1.04544E+11,1.60204E+11,1.09626E+11,1.14345E+11,2.29416E+11,1.67948E+11,1.53428E+11,2.17558E+11,1.34068E+11,1.99166E+11,1.91453E+11,2.39625E+11
보락,29710400000,38935000000,28752000000,35880100000,46841800000,69244400000,64692000000,1.22795E+11,1.22196E+11,1.47055E+11,1.18602E+11,96439000000,78409100000
보령,1.11072E+11,1.63587E+11,2.4462E+11,3.08637E+11,4.53456E+11,5.2266E+11,4.2432E+11,4.41116E+11,7.3372E+11,9.07161E+11,1.00287E+12,6.22331E+11,8.16724E+11
부광약품,3.88099E+11,3.98242E+11,4.26013E+11,5.53527E+11,8.67579E+11,9.87031E+11,1.05172E+12,1.21198E+12,9.11675E+11,1.82195E+12,9.16713E+11,6.21802E+11,4.33485E+11
부산주공,20992640000,21255048000,17450132000,23157506000,32996000000,72998000000,30311750540,20666569664,19876960551,40874802723,38990399964,46893339284,38288532168
빙그레,5.87134E+11,1.10334E+12,9.56556E+11,7.42784E+11,6.7481E+11,6.28509E+11,6.21613E+11,7.14215E+11,5.51669E+11,5.62506E+11,5.24086E+11,3.86661E+11,5.38863E+11
사조동아원,2.50757E+11,1.88695E+11,2.07274E+11,1.92608E+11,1.1211E+11,1.07548E+11,1.99014E+11,1.67256E+11,1.4185E+11,1.35075E+11,1.56671E+11,1.27312E+11,1.34793E+11
사조산업,2.835E+11,2.515E+11,1.455E+11,1.99E+11,3.38E+11,3.195E+11,3.415E+11,2.4925E+11,1.865E+11,1.56E+11,2.3675E+11,2.25E+11,2.1E+11
SGC에너지,3.301E+11,3.42236E+11,2.26701E+11,3.02916E+11,4.62141E+11,3.25246E+11,2.12138E+11,1.40293E+11,1.4806E+11,5.76072E+11,6.94222E+11,4.54253E+11,3.93375E+11
삼성SDI,6.16123E+12,6.9594E+12,7.49743E+12,8.09237E+12,7.9584E+12,7.58367E+12,1.42136E+13,1.51989E+13,1.63778E+13,4.36776E+13,4.56014E+13,4.1088E+13,3.28549E+13
삼성물산,1.0744E+13,9.86523E+12,9.59463E+12,9.77219E+12,,,,,,,,,
삼성물산,,,,2.133E+13,2.67291E+13,2.39492E+13,2.40294E+13,2.01265E+13,2.0708E+13,2.59947E+13,2.2417E+13,2.13777E+13,2.41962E+13
삼성E&A,8.06E+12,6.62E+12,2.64E+12,1.516E+12,5.82E+11,2.0188E+12,2.4304E+12,3.4496E+12,3.7632E+12,2.597E+12,4.4884E+12,4.361E+12,5.684E+12
삼성전기,5.87623E+12,7.49145E+12,5.54581E+12,4.16365E+12,4.79678E+12,3.87191E+12,7.60425E+12,7.85376E+12,9.48206E+12,1.35632E+13,1.50572E+13,9.93357E+12,1.16503E+13
삼성전자,1.71073E+14,2.43644E+14,2.25225E+14,2.1919E+14,2.10508E+14,2.829E+14,3.67087E+14,2.57157E+14,3.70473E+14,5.44117E+14,5.26024E+14,3.71685E+14,5.19894E+14
삼성중공업,6.44498E+12,8.90329E+12,8.78824E+12,4.60888E+12,2.50936E+12,3.6115E+12,2.86301E+12,4.67324E+12,4.5873E+12,4.47488E+12,5.01475E+12,4.51098E+12,6.82E+12
삼성증권,3.7759E+12,4.08164E+12,3.36697E+12,3.40519E+12,3.19117E+12,2.42299E+12,3.26838E+12,2.81295E+12,3.44698E+12,3.61219E+12,4.00957E+12,2.80849E+12,3.43805E+12
삼성카드,4.7831E+12,4.22885E+12,4.33312E+12,5.12096E+12,3.57425E+12,4.5996E+12,4.58801E+12,4.00292E+12,4.47215E+12,3.76541E+12,3.64956E+12,3.42363E+12,3.74804E+12
삼성화재,1.02307E+13,1.05882E+13,1.27249E+13,1.39181E+13,1.51711E+13,1.33011E+13,1.32141E+13,1.32976E+13,1.20656E+13,9.33924E+12,1.00772E+13,9.96334E+12,1.30661E+13
삼양식품,2.86631E+11,1.83429E+11,1.85689E+11,1.60077E+11,2.07911E+11,3.05464E+11,7.29196E+11,3.91717E+11,6.77218E+11,7.60835E+11,7.1413E+11,9.56693E+11,1.62713E+12
삼양홀딩스,4.52273E+11,5.5395E+11,6.19855E+11,7.80666E+11,1.38255E+12,1.04283E+12,1.06181E+12,6.86708E+11,5.87063E+11,6.53119E+11,8.61991E+11,6.05241E+11,6.0705E+11
삼영무역,88800000000,1.5561E+11,2.58526E+11,3.93552E+11,3.97669E+11,2.90636E+11,2.91459E+11,2.31356E+11,2.79946E+11,2.58537E+11,2.66847E+11,2.29914E+11,2.28805E+11
삼영전자,1.86E+11,1.732E+11,1.868E+11,2.37E+11,2.55E+11,2.43E+11,2.61E+11,2.37E+11,1.804E+11,2.04E+11,2.28E+11,1.86E+11,1.714E+11
삼영,2.0026E+11,1.1679E+11,69020000000,51850000000,60690000000,53380000000,38760000000,28186000000,33932000000,88230000000,1.02E+11,81940000000,1.5368E+11
삼익THK,1.554E+11,1.1508E+11,1.638E+11,1.7787E+11,1.8123E+11,2.268E+11,4.557E+11,2.0517E+11,2.436E+11,2.5305E+11,2.751E+11,2.4885E+11,2.2785E+11
삼익악기,1.38241E+11,91337537515,1.594E+11,2.89751E+11,2.91009E+11,2.15112E+11,2.12748E+11,1.62503E+11,1.67935E+11,1.32175E+11,1.65219E+11,1.16332E+11,98678697350
삼일제약,23512500000,24612500000,30415000000,30690000000,39985000000,46255000000,46915000000,1.339E+11,1.36825E+11,1.37915E+11,1.12901E+11,1.1767E+11,1.02019E+11
삼정펄프,58240000000,85499016750,1.11499E+11,98498857400,89498961800,1.11999E+11,1.03874E+11,83624029950,82124047350,74749132900,74999130000,63749260500,62374276450
삼진제약,1.10505E+11,1.48035E+11,2.00855E+11,2.9746E+11,3.23175E+11,4.83025E+11,4.98315E+11,5.58085E+11,3.46805E+11,3.78775E+11,3.6557E+11,3.56535E+11,3.0024E+11
삼천리,3.71035E+11,5.04851E+11,5.14988E+11,5.63648E+11,4.1564E+11,4.11585E+11,4.58218E+11,3.69007E+11,3.4265E+11,3.30079E+11,3.68196E+11,1.58551E+12,3.85227E+11
삼호개발,51750000000,50000000000,61500000000,77500000000,89375000000,87500000000,1.1425E+11,1.26E+11,1.1125E+11,1.06875E+11,1.275E+11,95500000000,84875000000
삼화왕관,41794952600,45241959000,53644037100,75295546050,95654427600,97162492900,1.11597E+11,1.00933E+11,98131963450,84882532600,93715486500,79388866150,68724690100
삼화전기,26488349100,19874529100,34920969600,32738409000,34391864000,36706701000,1.21033E+11,1.4352E+11,1.01853E+11,1.37567E+11,2.03044E+11,90609334000,1.15213E+11
삼화전자,17078166000,15800208000,18356124000,14754606000,25692876000,28547640000,24360652800,23478075300,27033774900,41151993900,42250077600,34976803000,70991340000
삼화페인트,78400000000,97440000000,2.352E+11,3.3264E+11,2.8448E+11,2.51602E+11,1.9333E+11,1.82956E+11,1.35895E+11,3.72786E+11,2.51088E+11,1.59956E+11,1.80631E+11
상신브레이크,1.04029E+11,79014936000,1.21528E+11,1.38276E+11,1.58245E+11,1.45791E+11,1.63183E+11,90609519000,75364789500,68923354500,83309226000,64951136250,78370792500
샘표,76881200000,1.28876E+11,1.00879E+11,1.49318E+11,1.79982E+11,79374744750,86849160000,96195510000,1.17189E+11,1.40914E+11,1.22653E+11,1.36313E+11,1.42352E+11
서연,3.54743E+11,2.87736E+11,6.7204E+11,1.49888E+11,2.8556E+11,2.51234E+11,1.72812E+11,85231833720,68561144480,2.2752E+11,2.88802E+11,1.62715E+11,2.01692E+11
서울가스,2.4875E+11,4.01E+11,5.9E+11,7.15E+11,5.675E+11,4.11E+11,4.715E+11,4.27E+11,3.53E+11,4.525E+11,8.375E+11,2.125E+12,3.09E+11
서원,87140847850,91896528150,51473245600,33289762100,70076347950,94949180000,54358405550,51272557200,1.34353E+11,1.31505E+11,92338077550,55782643250,63995747320
서흥,1.75851E+11,2.14607E+11,4.48303E+11,5.77299E+11,4.91109E+11,4.29793E+11,3.7831E+11,2.70717E+11,4.10704E+11,5.90025E+11,5.11355E+11,3.89301E+11,3.32034E+11
선도전기,51120000000,46170000000,43560000000,42030000000,47520000000,79110000000,56970000000,79470000000,54630000000,54270000000,64620000000,54000000000,54000000000
SUN&L,62200000000,66896594600,69857917500,85144380500,1.49759E+11,1.32384E+11,97081515300,66696261810,54718672260,63670344450,63039945000,39084765900,31456932555
성문전자,29411392440,24809428920,24053340870,19048724520,49386864975,1.87754E+11,44036029305,56462736765,48646742550,41188119735,52442759655,35004628350,37895782425
성신양회,48071100230,95709593000,1.43798E+11,2.55251E+11,2.27943E+11,1.75392E+11,1.43818E+11,2.99165E+11,1.78302E+11,1.88506E+11,4.18688E+11,2.43079E+11,2.17531E+11
성창기업지주,90000000000,1.074E+11,96156414000,1.12038E+11,2.22508E+11,2.2181E+11,1.82749E+11,1.34969E+11,1.11951E+11,1.55895E+11,1.70543E+11,1.29738E+11,1.35318E+11
세방,3.18701E+11,3.49407E+11,3.79407E+11,4.02512E+11,3.54909E+11,3.22041E+11,2.71771E+11,2.54873E+11,2.46436E+11,2.50882E+11,2.57301E+11,6.05356E+11,2.62081E+11
세방전지,6.153E+11,6.601E+11,7.672E+11,5.53E+11,5.719E+11,5.236E+11,5.005E+11,5.033E+11,5.222E+11,9.646E+11,1.0626E+12,5.929E+11,8.148E+11
세아베스틸지주,1.64966E+12,1.02745E+12,9.28829E+11,1.00055E+12,9.89794E+11,9.16277E+11,1.04179E+12,6.3476E+11,5.46897E+11,3.80138E+11,7.13656E+11,5.84553E+11,8.91174E+11
세아제강,,,,,,,,1.61669E+11,1.72731E+11,2.56685E+11,2.7115E+11,3.67301E+11,3.90275E+11
세아홀딩스,4.98E+11,3.308E+11,3.78E+11,6.48E+11,5.24E+11,5.16E+11,6.08E+11,3.892E+11,3.144E+11,3.06E+11,4.18E+11,4.32E+11,4.32E+11
세원이앤씨,1.22612E+11,1.39455E+11,87886617160,1.13688E+11,1.96554E+11,1.78447E+11,1.96085E+11,2.19567E+11,1.75653E+11,2.01121E+11,1.66382E+11,1.20474E+11,54838923850
세원정공,1.18E+11,1.725E+11,2.615E+11,2.525E+11,2.15E+11,1.765E+11,1.495E+11,68800000000,80900000000,80900000000,80900000000,61500000000,66400000000
세이브존I&C,94394058500,1.1081E+11,1.96996E+11,2.46245E+11,2.36806E+11,2.15875E+11,2.01921E+11,1.40975E+11,1.33793E+11,1.20865E+11,1.22507E+11,1.02602E+11,98292943525
에스제이지세종,2.31629E+11,2.37645E+11,3.04827E+11,2.56697E+11,2.01547E+11,1.89915E+11,1.52013E+11,1.56894E+11,1.0454E+11,2.56272E+11,2.42321E+11,1.52459E+11,1.65257E+11
송원산업,2.2224E+11,2.856E+11,2.3856E+11,1.9488E+11,3.492E+11,4.104E+11,6.48E+11,4.572E+11,3.732E+11,3.828E+11,5.148E+11,4.128E+11,3.9264E+11
수산중공업,78567654500,85720810050,63350374450,76432643850,1.38235E+11,1.0878E+11,76119079830,89075518950,1.36582E+11,1.64655E+11,1.58446E+11,1.4387E+11,1.31662E+11
신대양제지,56376627600,79537726200,86180832000,1.23538E+11,98278619800,94022459100,1.39159E+11,2.38966E+11,2.39772E+11,2.571E+11,3.45352E+11,3.46561E+11,2.26474E+11
신도리코,4.98961E+11,6.35042E+11,6.93506E+11,6.83426E+11,5.02489E+11,5.53394E+11,6.39074E+11,4.62673E+11,3.71953E+11,2.67121E+11,3.33145E+11,3.26089E+11,3.29617E+11
신성이엔지,1.36512E+11,57799889905,63639690300,57444676200,1.52562E+11,2.22162E+11,3.31283E+11,1.73859E+11,1.65044E+11,6.91478E+11,4.37782E+11,3.20094E+11,4.1993E+11
신성이엔지,26531645000,22914140600,23971716320,22473484050,61515654380,69481376960,,,,,,,
신성통상,1.35086E+11,1.27469E+11,1.31062E+11,1.95443E+11,2.09096E+11,1.78917E+11,1.53049E+11,1.3293E+11,2.22029E+11,2.4646E+11,4.8789E+11,3.21188E+11,2.64567E+11
신세계,2.41207E+12,2.15117E+12,2.48591E+12,1.78198E+12,2.26439E+12,1.73275E+12,2.95355E+12,2.52037E+12,2.84526E+12,2.35792E+12,2.50068E+12,2.16594E+12,1.72488E+12
신세계I&C,,,,,,,,,,,,,
신세계건설,59600000000,45000000000,39000000000,1.194E+11,1.68E+11,1.762E+11,1.05E+11,95800000000,1.052E+11,1.074E+11,1.388E+11,66200000000,48640000000
신영와코루,84420000000,87570000000,88560000000,1.0305E+11,1.3185E+11,1.5435E+11,1.35E+11,1.179E+11,90000000000,94050000000,1.0665E+11,1.0035E+11,84960000000
신원,82556209450,91765883950,71205899700,1.37603E+11,1.14927E+11,1.02747E+11,1.39375E+11,1.48428E+11,1.61214E+11,1.23385E+11,2.82786E+11,1.58496E+11,1.46186E+11
신일전자,16478297675,34785065011,76649374585,97651416840,88098926040,1.28596E+11,99111291795,92717014905,1.31793E+11,1.33214E+11,1.50266E+11,1.32148E+11,1.3364E+11
신풍제약,1.94449E+11,2.21202E+11,1.97761E+11,1.93521E+11,2.04905E+11,3.2416E+11,4.17784E+11,3.52614E+11,3.96723E+11,6.83964E+12,1.78087E+12,1.21204E+12,7.61787E+11
신풍,26009272800,27267786000,28141753500,26603570700,27617373000,32686384500,28736051400,45621103500,52263256500,1.22355E+11,77433520500,40202505000,29190514500
신한지주,1.88494E+13,1.84227E+13,2.24296E+13,2.10782E+13,1.87546E+13,2.14575E+13,2.34255E+13,1.87783E+13,2.05566E+13,1.65547E+13,1.90109E+13,1.79092E+13,2.06975E+13
신흥,86592000000,68160000000,66912000000,81888000000,93120000000,98880000000,1.0656E+11,98880000000,91296000000,1.056E+11,1.53425E+11,1.406E+11,1.3623E+11
쌍방울,1.24673E+11,88517698650,59011799100,87532090290,2.82782E+11,2.63413E+11,1.49784E+11,1.31061E+11,1.41391E+11,1.50797E+11,2.127E+11,83241704893,70637282701
쌍용C&E,4.19608E+11,5.34077E+11,6.22407E+11,9.06694E+11,1.23183E+12,1.30084E+12,1.88423E+12,3.17746E+12,2.87572E+12,3.36578E+12,3.88476E+12,2.90223E+12,2.86751E+12
